Time,P,Q,,,
1/8/2020 21:45,255,59.9,,,
1/8/2020 21:50,260,58.2,,,
1/8/2020 21:55,321,66.4,,,
1/8/2020 22:00,332,59.1,,,
1/8/2020 22:05,260,64.4,,,
1/8/2020 22:10,303,66.1,,,
1/8/2020 22:15,305,57.8,,,
1/8/2020 22:20,307,61.5,,,
1/8/2020 22:25,304,58.4,,,
1/8/2020 22:30,245,55.7,,,
1/8/2020 22:35,271,43.5,,,
1/8/2020 22:40,237,48.6,,,
1/8/2020 22:45,298,47.1,,,
1/8/2020 22:50,267,51.1,,,
1/8/2020 22:55,291,56.9,,,
1/8/2020 23:00,293,56.6,,,
1/8/2020 23:05,291,62.5,,,
1/8/2020 23:10,280,48.3,,,
1/8/2020 23:15,325,53.3,,,
1/8/2020 23:20,298,50.1,,,
1/8/2020 23:25,291,52.7,,,
1/8/2020 23:30,302,51.2,,,
1/8/2020 23:35,300,48.4,,,
1/8/2020 23:40,264,52.1,,,
1/8/2020 23:45,340,59.7,,,
1/8/2020 23:50,293,62.6,,,
1/8/2020 23:55,313,56.4,,,
1/9/2020 0:00,299,65.8,,,
1/9/2020 0:05,319,62.1,,,
1/9/2020 0:10,315,57.4,,,
1/9/2020 0:15,255,58.2,,,
1/9/2020 0:20,265,58.6,,,
1/9/2020 0:25,307,56.3,,,
1/9/2020 0:30,328,52.7,,,
1/9/2020 0:35,255,53.3,,,
1/9/2020 0:40,324,71.2,,,
1/9/2020 0:45,259,65.7,,,
1/9/2020 0:50,266,60,,,
1/9/2020 0:55,335,55.7,,,
1/9/2020 1:00,355,49.1,,,
1/9/2020 1:05,284,47.5,,,
1/9/2020 1:10,288,55.2,,,
1/9/2020 1:15,308,47.3,,,
1/9/2020 1:20,285,61.9,,,
1/9/2020 1:25,347,62.1,,,
1/9/2020 1:30,376,66.4,,,
1/9/2020 1:35,309,54.2,,,
1/9/2020 1:40,359,66.7,,,
1/9/2020 1:45,276,52.5,,,
1/9/2020 1:50,268,53.5,,,
1/9/2020 1:55,312,72,,,
1/9/2020 2:00,340,61,,,
1/9/2020 2:05,310,70.7,,,
1/9/2020 2:10,336,67.3,,,
1/9/2020 2:15,228,48.5,,,
1/9/2020 2:20,256,52.7,,,
1/9/2020 2:25,337,53.8,,,
1/9/2020 2:30,348,62.3,,,
1/9/2020 2:35,341,67.4,,,
1/9/2020 2:40,312,47.2,,,
1/9/2020 2:45,334,60.1,,,
1/9/2020 2:50,333,49.3,,,
1/9/2020 2:55,330,47.6,,,
1/9/2020 3:00,252,51,,,
1/9/2020 3:05,306,48.8,,,
1/9/2020 3:10,355,63.5,,,
1/9/2020 3:15,368,71.2,,,
1/9/2020 3:20,319,57.2,,,
1/9/2020 3:25,319,58.9,,,
1/9/2020 3:30,289,57.4,,,
1/9/2020 3:35,297,60,,,
1/9/2020 3:40,378,60.9,,,
1/9/2020 3:45,371,60.9,,,
1/9/2020 3:50,333,61.1,,,
1/9/2020 3:55,419,61.5,,,
1/9/2020 4:00,327,60.6,,,
1/9/2020 4:05,379,68,,,
1/9/2020 4:10,397,47.5,,,
1/9/2020 4:15,412,50.2,,,
1/9/2020 4:20,378,45.1,,,
1/9/2020 4:25,311,58.6,,,
1/9/2020 4:30,386,58.4,,,
1/9/2020 4:35,301,46.2,,,
1/9/2020 4:40,342,48.6,,,
1/9/2020 4:45,349,47.3,,,
1/9/2020 4:50,299,54.6,,,
1/9/2020 4:55,385,54.6,,,
1/9/2020 5:00,436,53.6,,,
1/9/2020 5:05,412,52,,,
1/9/2020 5:10,475,51.8,,,
1/9/2020 5:15,403,49.9,,,
1/9/2020 5:20,394,47,,,
1/9/2020 5:25,476,47.8,,,
1/9/2020 5:30,389,43.6,,,
1/9/2020 5:35,338,41.7,,,
1/9/2020 5:40,418,52.6,,,
1/9/2020 5:45,351,45.9,,,
1/9/2020 5:50,346,55.9,,,
1/9/2020 5:55,371,44.4,,,
1/9/2020 6:00,341,44.6,,,
1/9/2020 6:05,335,46.9,,,
1/9/2020 6:10,325,58.5,,,
1/9/2020 6:15,352,57.2,,,
1/9/2020 6:20,386,57.1,,,
1/9/2020 6:25,394,63.9,,,
1/9/2020 6:30,456,70.6,,,
1/9/2020 6:35,393,66,,,
1/9/2020 6:40,384,50.4,,,
1/9/2020 6:45,445,63.4,,,
1/9/2020 6:50,382,60.3,,,
1/9/2020 6:55,458,61.3,,,
1/9/2020 7:00,476,59,,,
1/9/2020 7:05,441,61.3,,,
1/9/2020 7:10,390,64.4,,,
1/9/2020 7:15,440,69.1,,,
1/9/2020 7:20,438,61.5,,,
1/9/2020 7:25,364,57.6,,,
1/9/2020 7:30,427,57.7,,,
1/9/2020 7:35,422,55.3,,,
1/9/2020 7:40,414,56.5,,,
1/9/2020 7:45,440,46.8,,,
1/9/2020 7:50,459,45,,,
1/9/2020 7:55,366,51.3,,,
1/9/2020 8:00,316,44.1,,,
1/9/2020 8:05,359,39.9,,,
1/9/2020 8:10,290,38.1,,,
1/9/2020 8:15,294,35.8,,,
1/9/2020 8:20,225,35.2,,,
1/9/2020 8:25,204,32.9,,,
1/9/2020 8:30,210,37.4,,,
1/9/2020 8:35,121,38.5,,,
1/9/2020 8:40,166,38.3,,,
1/9/2020 8:45,60.6,39.7,,,
1/9/2020 8:50,-15,52.1,,,
1/9/2020 8:55,16.4,49.4,,,
1/9/2020 9:00,-23,58.8,,,
1/9/2020 9:05,-2.6,54.5,,,
1/9/2020 9:10,-10,55.1,,,
1/9/2020 9:15,-79,53,,,
1/9/2020 9:20,-8.8,57.5,,,
1/9/2020 9:25,-41,70.5,,,
1/9/2020 9:30,-73,72.3,,,
1/9/2020 9:35,-31,66.7,,,
1/9/2020 9:40,-23,69,,,
1/9/2020 9:45,-102,64.2,,,
1/9/2020 9:50,-78,66.8,,,
1/9/2020 9:55,-16,71.9,,,
1/9/2020 10:00,-59,62.8,,,
1/9/2020 10:05,-112,55,,,
1/9/2020 10:10,-132,51.6,,,
1/9/2020 10:15,-100,62.8,,,
1/9/2020 10:20,-37,60.8,,,
1/9/2020 10:25,-84,60.2,,,
1/9/2020 10:30,-57,60.5,,,
1/9/2020 10:35,-42,70.1,,,
1/9/2020 10:40,-138,54.4,,,
1/9/2020 10:45,-95,57.9,,,
1/9/2020 10:50,-33,51.6,,,
1/9/2020 10:55,-54,59.9,,,
1/9/2020 11:00,-29,45.3,,,
1/9/2020 11:05,-31,66.3,,,
1/9/2020 11:10,1.23,68.8,,,
1/9/2020 11:15,-139,55.1,,,
1/9/2020 11:20,-25,60.7,,,
1/9/2020 11:25,-121,53.7,,,
1/9/2020 11:30,-82,60.6,,,
1/9/2020 11:35,-40,48.8,,,
1/9/2020 11:40,-75,50.6,,,
1/9/2020 11:45,-67,48,,,
1/9/2020 11:50,-32,46.8,,,
1/9/2020 11:55,-93,41,,,
1/9/2020 12:00,-170,40.5,,,
1/9/2020 12:05,-108,44.9,,,
1/9/2020 12:10,-67,37.5,,,
1/9/2020 12:15,-138,44.4,,,
1/9/2020 12:20,-93,46.3,,,
1/9/2020 12:25,-70,57.4,,,
1/9/2020 12:30,-149,48.3,,,
1/9/2020 12:35,-154,50.7,,,
1/9/2020 12:40,-74,50,,,
1/9/2020 12:45,-194,47.9,,,
1/9/2020 12:50,-151,46.7,,,
1/9/2020 12:55,-90,59.4,,,
1/9/2020 13:00,-126,52.9,,,
1/9/2020 13:05,-165,54.9,,,
1/9/2020 13:10,-220,49.6,,,
1/9/2020 13:15,89.3,42.6,,,
1/9/2020 13:20,-123,43,,,
1/9/2020 13:25,149,37,,,
1/9/2020 13:30,-129,46.3,,,
1/9/2020 13:35,135,42.7,,,
1/9/2020 13:40,35.8,35.1,,,
1/9/2020 13:45,82.1,35.5,,,
1/9/2020 13:50,-10,46.6,,,
1/9/2020 13:55,-84,35.3,,,
1/9/2020 14:00,-131,37.9,,,
1/9/2020 14:05,-219,40.6,,,
1/9/2020 14:10,-93,41.1,,,
1/9/2020 14:15,-7.1,38.1,,,
1/9/2020 14:20,-40,46.3,,,
1/9/2020 14:25,130,32.3,,,
1/9/2020 14:30,193,30.1,,,
1/9/2020 14:35,284,44.6,,,
1/9/2020 14:40,326,47.6,,,
1/9/2020 14:45,312,46.3,,,
1/9/2020 14:50,256,36.7,,,
1/9/2020 14:55,233,30,,,
1/9/2020 15:00,334,38,,,
1/9/2020 15:05,255,35,,,
1/9/2020 15:10,281,40.1,,,
1/9/2020 15:15,297,37.4,,,
1/9/2020 15:20,341,38.2,,,
1/9/2020 15:25,298,34.5,,,
1/9/2020 15:30,241,38.4,,,
1/9/2020 15:35,263,30.7,,,
1/9/2020 15:40,279,31.9,,,
1/9/2020 15:45,323,29.9,,,
1/9/2020 15:50,351,35.6,,,
1/9/2020 15:55,266,34.2,,,
1/9/2020 16:00,268,38.7,,,
1/9/2020 16:05,288,44.3,,,
1/9/2020 16:10,351,40.9,,,
1/9/2020 16:15,360,41.8,,,
1/9/2020 16:20,309,84.9,,,
1/9/2020 16:25,269,71.2,,,
1/9/2020 16:30,299,101,,,
1/9/2020 16:35,264,54,,,
1/9/2020 16:40,332,64.1,,,
1/9/2020 16:45,351,58.2,,,
1/9/2020 16:50,379,69,,,
1/9/2020 16:55,318,57.6,,,
1/9/2020 17:00,395,60.9,,,
1/9/2020 17:05,348,50.5,,,
1/9/2020 17:10,272,52.1,,,
1/9/2020 17:15,332,56.4,,,
1/9/2020 17:20,407,61.6,,,
1/9/2020 17:25,419,67.4,,,
1/9/2020 17:30,365,58.6,,,
1/9/2020 17:35,360,67.2,,,
1/9/2020 17:40,425,65.1,,,
1/9/2020 17:45,422,62.1,,,
1/9/2020 17:50,400,61.7,,,
1/9/2020 17:55,281,48.7,,,
1/9/2020 18:00,383,50.9,,,
1/9/2020 18:05,340,46.5,,,
1/9/2020 18:10,344,43.6,,,
1/9/2020 18:15,357,43.8,,,
1/9/2020 18:20,337,51.6,,,
1/9/2020 18:25,349,52.3,,,
1/9/2020 18:30,343,44.8,,,
1/9/2020 18:35,372,49.2,,,
1/9/2020 18:40,299,48.9,,,
1/9/2020 18:45,284,42.1,,,
1/9/2020 18:50,303,44.6,,,
1/9/2020 18:55,318,46.4,,,
1/9/2020 19:00,364,46.2,,,
1/9/2020 19:05,379,51.6,,,
1/9/2020 19:10,344,52.9,,,
1/9/2020 19:15,367,46.2,,,
1/9/2020 19:20,328,46.3,,,
1/9/2020 19:25,262,47.1,,,
1/9/2020 19:30,316,45.6,,,
1/9/2020 19:35,324,47.4,,,
1/9/2020 19:40,221,48.3,,,
1/9/2020 19:45,234,46.1,,,
1/9/2020 19:50,278,45.1,,,
1/9/2020 19:55,349,48.2,,,
1/9/2020 20:00,293,53,,,
1/9/2020 20:05,298,46.2,,,
1/9/2020 20:10,235,49.5,,,
1/9/2020 20:15,333,47.2,,,
1/9/2020 20:20,320,48.5,,,
1/9/2020 20:25,290,51,,,
1/9/2020 20:30,347,52.1,,,
1/9/2020 20:35,302,47.2,,,
1/9/2020 20:40,314,47.2,,,
1/9/2020 20:45,281,46.5,,,
1/9/2020 20:50,336,54.1,,,
1/9/2020 20:55,222,48.7,,,
1/9/2020 21:00,297,55.7,,,
1/9/2020 21:05,292,47.3,,,
1/9/2020 21:10,295,48.2,,,
1/9/2020 21:15,286,47.2,,,
1/9/2020 21:20,319,47.6,,,
1/9/2020 21:25,293,49.5,,,
1/9/2020 21:30,192,45.5,,,
1/9/2020 21:35,286,54.1,,,
1/9/2020 21:40,280,47.4,,,
1/9/2020 21:45,322,47.7,,,
1/9/2020 21:50,287,47.7,,,
1/9/2020 21:55,283,51.5,,,
1/9/2020 22:00,257,51.4,,,
1/9/2020 22:05,272,38.7,,,
1/9/2020 22:10,320,41.3,,,
1/9/2020 22:15,351,51.8,,,
1/9/2020 22:20,306,44.7,,,
1/9/2020 22:25,290,41.6,,,
1/9/2020 22:30,343,42.7,,,
1/9/2020 22:35,299,41.8,,,
1/9/2020 22:40,263,39.5,,,
1/9/2020 22:45,311,44.6,,,
1/9/2020 22:50,263,49.5,,,
1/9/2020 22:55,297,42.6,,,
1/9/2020 23:00,336,47.6,,,
1/9/2020 23:05,288,61,,,
1/9/2020 23:10,292,44.3,,,
1/9/2020 23:15,261,59.2,,,
1/9/2020 23:20,317,59,,,
1/9/2020 23:25,342,61.9,,,
1/9/2020 23:30,300,71.5,,,
1/9/2020 23:35,342,48.8,,,
1/9/2020 23:40,389,47.5,,,
1/9/2020 23:45,290,47.5,,,
1/9/2020 23:50,360,59,,,
1/9/2020 23:55,335,59.4,,,
1/10/2020 0:00,317,62,,,
1/10/2020 0:05,268,58.2,,,
1/10/2020 0:10,357,56.6,,,
1/10/2020 0:15,393,66.2,,,
1/10/2020 0:20,281,58.3,,,
1/10/2020 0:25,309,61.6,,,
1/10/2020 0:30,360,53.3,,,
1/10/2020 0:35,290,48.3,,,
1/10/2020 0:40,328,48.8,,,
1/10/2020 0:45,387,50.3,,,
1/10/2020 0:50,387,52.1,,,
1/10/2020 0:55,340,52.7,,,
1/10/2020 1:00,284,51.9,,,
1/10/2020 1:05,367,52.7,,,
1/10/2020 1:10,379,47.9,,,
1/10/2020 1:15,273,46.2,,,
1/10/2020 1:20,275,47.3,,,
1/10/2020 1:25,400,47.7,,,
1/10/2020 1:30,269,53.2,,,
1/10/2020 1:35,374,47.1,,,
1/10/2020 1:40,281,46.7,,,
1/10/2020 1:45,332,47.3,,,
1/10/2020 1:50,358,50.2,,,
1/10/2020 1:55,340,49.1,,,
1/10/2020 2:00,305,51.3,,,
1/10/2020 2:05,354,48.7,,,
1/10/2020 2:10,435,59.4,,,
1/10/2020 2:15,308,62.5,,,
1/10/2020 2:20,391,64.9,,,
1/10/2020 2:25,416,62.3,,,
1/10/2020 2:30,285,61.9,,,
1/10/2020 2:35,339,65.7,,,
1/10/2020 2:40,405,63.7,,,
1/10/2020 2:45,376,61.1,,,
1/10/2020 2:50,323,63.1,,,
1/10/2020 2:55,452,71.1,,,
1/10/2020 3:00,306,63.1,,,
1/10/2020 3:05,281,49,,,
1/10/2020 3:10,406,64.1,,,
1/10/2020 3:15,372,64.7,,,
1/10/2020 3:20,291,61.6,,,
1/10/2020 3:25,342,62.2,,,
1/10/2020 3:30,382,55.8,,,
1/10/2020 3:35,422,51.5,,,
1/10/2020 3:40,409,50.2,,,
1/10/2020 3:45,314,47,,,
1/10/2020 3:50,416,49.8,,,
1/10/2020 3:55,394,61.5,,,
1/10/2020 4:00,347,50.6,,,
1/10/2020 4:05,444,65.3,,,
1/10/2020 4:10,372,59.3,,,
1/10/2020 4:15,356,67.4,,,
1/10/2020 4:20,476,61.6,,,
1/10/2020 4:25,324,56.4,,,
1/10/2020 4:30,302,59.5,,,
1/10/2020 4:35,430,63,,,
1/10/2020 4:40,306,59,,,
1/10/2020 4:45,293,57.4,,,
1/10/2020 4:50,420,67.1,,,
1/10/2020 4:55,373,59.7,,,
1/10/2020 5:00,356,63,,,
1/10/2020 5:05,403,61.8,,,
1/10/2020 5:10,390,57,,,
1/10/2020 5:15,419,56.9,,,
1/10/2020 5:20,454,57.7,,,
1/10/2020 5:25,352,57.2,,,
1/10/2020 5:30,377,54.7,,,
1/10/2020 5:35,427,62.6,,,
1/10/2020 5:40,445,59.1,,,
1/10/2020 5:45,437,58.9,,,
1/10/2020 5:50,449,58.9,,,
1/10/2020 5:55,319,55.8,,,
1/10/2020 6:00,369,56.5,,,
1/10/2020 6:05,409,58.1,,,
1/10/2020 6:10,439,69,,,
1/10/2020 6:15,379,59.7,,,
1/10/2020 6:20,382,62.2,,,
1/10/2020 6:25,421,58.2,,,
1/10/2020 6:30,500,60.2,,,
1/10/2020 6:35,498,60.7,,,
1/10/2020 6:40,518,60,,,
1/10/2020 6:45,518,58.4,,,
1/10/2020 6:50,451,56.2,,,
1/10/2020 6:55,453,61.6,,,
1/10/2020 7:00,452,70,,,
1/10/2020 7:05,476,57.4,,,
1/10/2020 7:10,525,63,,,
1/10/2020 7:15,362,55.3,,,
1/10/2020 7:20,472,58,,,
1/10/2020 7:25,518,57.1,,,
1/10/2020 7:30,466,58.7,,,
1/10/2020 7:35,505,47.5,,,
1/10/2020 7:40,398,44.8,,,
1/10/2020 7:45,435,43.8,,,
1/10/2020 7:50,496,45.3,,,
1/10/2020 7:55,447,40.3,,,
1/10/2020 8:00,407,41.5,,,
1/10/2020 8:05,421,44,,,
1/10/2020 8:10,402,52.7,,,
1/10/2020 8:15,438,41.8,,,
1/10/2020 8:20,393,38.7,,,
1/10/2020 8:25,181,35.6,,,
1/10/2020 8:30,183,34.2,,,
1/10/2020 8:35,197,37.5,,,
1/10/2020 8:40,88.2,38.5,,,
1/10/2020 8:45,114,40.2,,,
1/10/2020 8:50,38.5,39.2,,,
1/10/2020 8:55,34.9,42.4,,,
1/10/2020 9:00,20.5,54.5,,,
1/10/2020 9:05,-20,39.3,,,
1/10/2020 9:10,28.7,41.3,,,
1/10/2020 9:15,-33,43.1,,,
1/10/2020 9:20,-46,39.2,,,
1/10/2020 9:25,-84,46.9,,,
1/10/2020 9:30,-32,39.2,,,
1/10/2020 9:35,-48,38.7,,,
1/10/2020 9:40,-67,40.4,,,
1/10/2020 9:45,-43,54.2,,,
1/10/2020 9:50,-87,51.7,,,
1/10/2020 9:55,25.8,49.6,,,
1/10/2020 10:00,-14,62.8,,,
1/10/2020 10:05,-78,44,,,
1/10/2020 10:10,-3.9,45.1,,,
1/10/2020 10:15,-73,45.2,,,
1/10/2020 10:20,254,38.6,,,
1/10/2020 10:25,223,45.2,,,
1/10/2020 10:30,-90,46.4,,,
1/10/2020 10:35,266,35.6,,,
1/10/2020 10:40,-30,46.8,,,
1/10/2020 10:45,77,35.1,,,
1/10/2020 10:50,152,34.8,,,
1/10/2020 10:55,214,36.9,,,
1/10/2020 11:00,203,36.2,,,
1/10/2020 11:05,214,38.4,,,
1/10/2020 11:10,238,36.4,,,
1/10/2020 11:15,229,37.2,,,
1/10/2020 11:20,219,34.7,,,
1/10/2020 11:25,183,38.1,,,
1/10/2020 11:30,167,38.8,,,
1/10/2020 11:35,225,50.7,,,
1/10/2020 11:40,264,45.3,,,
1/10/2020 11:45,238,43.7,,,
1/10/2020 11:50,337,53.9,,,
1/10/2020 11:55,282,42.3,,,
1/10/2020 12:00,248,48.6,,,
1/10/2020 12:05,228,50.9,,,
1/10/2020 12:10,119,53.2,,,
1/10/2020 12:15,92.1,50.1,,,
1/10/2020 12:20,50,51.2,,,
1/10/2020 12:25,-6.9,56.4,,,
1/10/2020 12:30,-106,42.1,,,
1/10/2020 12:35,176,37.4,,,
1/10/2020 12:40,146,39.9,,,
1/10/2020 12:45,240,36.7,,,
1/10/2020 12:50,-127,57.4,,,
1/10/2020 12:55,-49,64.8,,,
1/10/2020 13:00,-174,50.2,,,
1/10/2020 13:05,-174,67.9,,,
1/10/2020 13:10,-169,63.4,,,
1/10/2020 13:15,103,48.1,,,
1/10/2020 13:20,4.91,46.2,,,
1/10/2020 13:25,-88,56.1,,,
1/10/2020 13:30,-168,52.4,,,
1/10/2020 13:35,-162,60.9,,,
1/10/2020 13:40,-246,61.2,,,
1/10/2020 13:45,176,35.2,,,
1/10/2020 13:50,-61,57.7,,,
1/10/2020 13:55,219,55.8,,,
1/10/2020 14:00,208,29.3,,,
1/10/2020 14:05,245,38.2,,,
1/10/2020 14:10,-224,54,,,
1/10/2020 14:15,-73,37,,,
1/10/2020 14:20,-164,46.4,,,
1/10/2020 14:25,-188,45.7,,,
1/10/2020 14:30,-162,52.2,,,
1/10/2020 14:35,-240,49.3,,,
1/10/2020 14:40,-249,53.9,,,
1/10/2020 14:45,-107,52.5,,,
1/10/2020 14:50,333,39.9,,,
1/10/2020 14:55,243,39.7,,,
1/10/2020 15:00,392,41.4,,,
1/10/2020 15:05,300,42.7,,,
1/10/2020 15:10,181,50.2,,,
1/10/2020 15:15,-83,57.5,,,
1/10/2020 15:20,-61,55.9,,,
1/10/2020 15:25,62.1,42.2,,,
1/10/2020 15:30,19.9,46.2,,,
1/10/2020 15:35,60.5,38,,,
1/10/2020 15:40,76.4,35.5,,,
1/10/2020 15:45,147,40,,,
1/10/2020 15:50,223,47.3,,,
1/10/2020 15:55,302,42.3,,,
1/10/2020 16:00,265,40,,,
1/10/2020 16:05,279,41.5,,,
1/10/2020 16:10,377,41.8,,,
1/10/2020 16:15,318,41.3,,,
1/10/2020 16:20,314,39.5,,,
1/10/2020 16:25,341,41.9,,,
1/10/2020 16:30,403,56.7,,,
1/10/2020 16:35,397,60,,,
1/10/2020 16:40,453,43.3,,,
1/10/2020 16:45,508,45.2,,,
1/10/2020 16:50,401,44.6,,,
1/10/2020 16:55,369,50.5,,,
1/10/2020 17:00,477,58.5,,,
1/10/2020 17:05,407,61.9,,,
1/10/2020 17:10,433,63.1,,,
1/10/2020 17:15,430,50.2,,,
1/10/2020 17:20,498,58,,,
1/10/2020 17:25,474,52.8,,,
1/10/2020 17:30,491,52.6,,,
1/10/2020 17:35,457,51.5,,,
1/10/2020 17:40,464,49.9,,,
1/10/2020 17:45,480,54.5,,,
1/10/2020 17:50,465,52.7,,,
1/10/2020 17:55,443,51.4,,,
1/10/2020 18:00,495,58.9,,,
1/10/2020 18:05,418,52.2,,,
1/10/2020 18:10,388,45.3,,,
1/10/2020 18:15,482,47.9,,,
1/10/2020 18:20,448,45.7,,,
1/10/2020 18:25,441,46.1,,,
1/10/2020 18:30,459,47.2,,,
1/10/2020 18:35,470,45.3,,,
1/10/2020 18:40,474,58.9,,,
1/10/2020 18:45,475,63.3,,,
1/10/2020 18:50,435,48.3,,,
1/10/2020 18:55,398,52,,,
1/10/2020 19:00,465,47.6,,,
1/10/2020 19:05,467,46.8,,,
1/10/2020 19:10,417,45,,,
1/10/2020 19:15,432,48.8,,,
1/10/2020 19:20,433,46.9,,,
1/10/2020 19:25,295,43.3,,,
1/10/2020 19:30,448,47,,,
1/10/2020 19:35,426,47.1,,,
1/10/2020 19:40,378,52.4,,,
1/10/2020 19:45,371,58.3,,,
1/10/2020 19:50,427,60,,,
1/10/2020 19:55,422,57.1,,,
1/10/2020 20:00,394,52.5,,,
1/10/2020 20:05,414,56,,,
1/10/2020 20:10,331,54.4,,,
1/10/2020 20:15,383,54.1,,,
1/10/2020 20:20,436,65,,,
1/10/2020 20:25,433,58.5,,,
1/10/2020 20:30,392,56,,,
1/10/2020 20:35,444,58.6,,,
1/10/2020 20:40,321,58,,,
1/10/2020 20:45,393,58.4,,,
1/10/2020 20:50,444,59.7,,,
1/10/2020 20:55,358,58.9,,,
1/10/2020 21:00,433,60.1,,,
1/10/2020 21:05,430,56.6,,,
1/10/2020 21:10,383,56.4,,,
1/10/2020 21:15,373,54.1,,,
1/10/2020 21:20,454,56.9,,,
1/10/2020 21:25,395,51.3,,,
1/10/2020 21:30,383,50.9,,,
1/10/2020 21:35,407,53,,,
1/10/2020 21:40,421,51.2,,,
1/10/2020 21:45,402,49.3,,,
1/10/2020 21:50,445,52.8,,,
1/10/2020 21:55,447,52.5,,,
1/10/2020 22:00,323,52.9,,,
1/10/2020 22:05,363,55.4,,,
1/10/2020 22:10,422,54.3,,,
1/10/2020 22:15,415,53.8,,,
1/10/2020 22:20,437,56.5,,,
1/10/2020 22:25,396,55.2,,,
1/10/2020 22:30,439,56.3,,,
1/10/2020 22:35,317,53.7,,,
1/10/2020 22:40,449,58.4,,,
1/10/2020 22:45,356,57,,,
1/10/2020 22:50,418,56.7,,,
1/10/2020 22:55,439,57.3,,,
1/10/2020 23:00,419,58.6,,,
1/10/2020 23:05,414,59.3,,,
1/10/2020 23:10,408,59.7,,,
1/10/2020 23:15,418,61.1,,,
1/10/2020 23:20,469,47.2,,,
1/10/2020 23:25,414,49,,,
1/10/2020 23:30,452,49,,,
1/10/2020 23:35,455,48,,,
1/10/2020 23:40,483,58,,,
1/10/2020 23:45,490,64,,,
1/10/2020 23:50,439,61.5,,,
1/10/2020 23:55,443,63.2,,,
1/11/2020 0:00,443,63.2,,,
