sep=,
"Time","P","Q"
2020-01-31 15:55:00,520,751
2020-01-31 16:00:00,544,751
2020-01-31 16:05:00,464,759
2020-01-31 16:10:00,536,730
2020-01-31 16:15:00,532,768
2020-01-31 16:20:00,544,754
2020-01-31 16:25:00,603,752
2020-01-31 16:30:00,602,748
2020-01-31 16:35:00,649,750
2020-01-31 16:40:00,614,761
2020-01-31 16:45:00,586,749
2020-01-31 16:50:00,671,758
2020-01-31 16:55:00,633,779
2020-01-31 17:00:00,654,758
2020-01-31 17:05:00,700,764
2020-01-31 17:10:00,663,758
2020-01-31 17:15:00,670,763
2020-01-31 17:20:00,674,761
2020-01-31 17:25:00,670,772
2020-01-31 17:30:00,677,766
2020-01-31 17:35:00,670,772
2020-01-31 17:40:00,647,758
2020-01-31 17:45:00,665,761
2020-01-31 17:50:00,704,757
2020-01-31 17:55:00,609,775
2020-01-31 18:00:00,697,755
2020-01-31 18:05:00,619,756
2020-01-31 18:10:00,595,762
2020-01-31 18:15:00,695,744
2020-01-31 18:20:00,606,756
2020-01-31 18:25:00,682,759
2020-01-31 18:30:00,622,768
2020-01-31 18:35:00,690,750
2020-01-31 18:40:00,692,752
2020-01-31 18:45:00,636,765
2020-01-31 18:50:00,673,740
2020-01-31 18:55:00,664,749
2020-01-31 19:00:00,607,757
2020-01-31 19:05:00,691,751
2020-01-31 19:10:00,637,740
2020-01-31 19:15:00,642,752
2020-01-31 19:20:00,657,762
2020-01-31 19:25:00,622,741
2020-01-31 19:30:00,658,744
2020-01-31 19:35:00,568,748
2020-01-31 19:40:00,641,755
2020-01-31 19:45:00,590,760
2020-01-31 19:50:00,608,747
2020-01-31 19:55:00,624,740
2020-01-31 20:00:00,633,746
2020-01-31 20:05:00,567,753
2020-01-31 20:10:00,573,758
2020-01-31 20:15:00,638,750
2020-01-31 20:20:00,580,751
2020-01-31 20:25:00,624,742
2020-01-31 20:30:00,655,745
2020-01-31 20:35:00,542,753
2020-01-31 20:40:00,602,754
2020-01-31 20:45:00,567,758
2020-01-31 20:50:00,600,746
2020-01-31 20:55:00,609,761
2020-01-31 21:00:00,568,742
2020-01-31 21:05:00,607,757
2020-01-31 21:10:00,629,748
2020-01-31 21:15:00,634,748
2020-01-31 21:20:00,635,753
2020-01-31 21:25:00,625,752
2020-01-31 21:30:00,561,754
2020-01-31 21:35:00,579,760
2020-01-31 21:40:00,582,751
2020-01-31 21:45:00,644,737
2020-01-31 21:50:00,563,751
2020-01-31 21:55:00,600,744
2020-01-31 22:00:00,656,751
2020-01-31 22:05:00,610,744
2020-01-31 22:10:00,629,752
2020-01-31 22:15:00,617,745
2020-01-31 22:20:00,659,750
2020-01-31 22:25:00,590,756
2020-01-31 22:30:00,641,739
2020-01-31 22:35:00,607,754
2020-01-31 22:40:00,617,755
2020-01-31 22:45:00,644,753
2020-01-31 22:50:00,583,753
2020-01-31 22:55:00,542,755
2020-01-31 23:00:00,593,766
2020-01-31 23:05:00,594,747
2020-01-31 23:10:00,622,753
2020-01-31 23:15:00,592,769
2020-01-31 23:20:00,631,751
2020-01-31 23:25:00,577,757
2020-01-31 23:30:00,533,759
2020-01-31 23:35:00,578,776
2020-01-31 23:40:00,644,753
2020-01-31 23:45:00,625,752
2020-01-31 23:50:00,643,757
2020-01-31 23:55:00,606,762
2020-02-01 00:00:00,646,750
2020-02-01 00:05:00,599,752
2020-02-01 00:10:00,630,755
2020-02-01 00:15:00,557,757
2020-02-01 00:20:00,576,756
2020-02-01 00:25:00,649,743
2020-02-01 00:30:00,599,751
2020-02-01 00:35:00,597,757
2020-02-01 00:40:00,617,748
2020-02-01 00:45:00,618,748
2020-02-01 00:50:00,647,742
2020-02-01 00:55:00,610,760
2020-02-01 01:00:00,629,750
2020-02-01 01:05:00,663,744
2020-02-01 01:10:00,565,758
2020-02-01 01:15:00,668,754
2020-02-01 01:20:00,669,750
2020-02-01 01:25:00,636,750
2020-02-01 01:30:00,535,759
2020-02-01 01:35:00,546,768
2020-02-01 01:40:00,659,744
2020-02-01 01:45:00,530,757
2020-02-01 01:50:00,619,751
2020-02-01 01:55:00,631,763
2020-02-01 02:00:00,590,756
2020-02-01 02:05:00,634,747
2020-02-01 02:10:00,652,772
2020-02-01 02:15:00,565,756
2020-02-01 02:20:00,572,756
2020-02-01 02:25:00,594,760
2020-02-01 02:30:00,560,758
2020-02-01 02:35:00,637,750
2020-02-01 02:40:00,608,760
2020-02-01 02:45:00,563,773
2020-02-01 02:50:00,661,765
2020-02-01 02:55:00,636,753
2020-02-01 03:00:00,553,764
2020-02-01 03:05:00,626,751
2020-02-01 03:10:00,643,762
2020-02-01 03:15:00,648,758
2020-02-01 03:20:00,672,772
2020-02-01 03:25:00,635,764
2020-02-01 03:30:00,594,757
2020-02-01 03:35:00,615,750
2020-02-01 03:40:00,563,749
2020-02-01 03:45:00,576,754
2020-02-01 03:50:00,606,754
2020-02-01 03:55:00,628,754
2020-02-01 04:00:00,636,753
2020-02-01 04:05:00,549,765
2020-02-01 04:10:00,638,751
2020-02-01 04:15:00,615,746
2020-02-01 04:20:00,623,745
2020-02-01 04:25:00,619,751
2020-02-01 04:30:00,561,753
2020-02-01 04:35:00,545,763
2020-02-01 04:40:00,683,759
2020-02-01 04:45:00,642,756
2020-02-01 04:50:00,625,755
2020-02-01 04:55:00,637,764
2020-02-01 05:00:00,621,746
2020-02-01 05:05:00,558,757
2020-02-01 05:10:00,659,751
2020-02-01 05:15:00,606,755
2020-02-01 05:20:00,606,762
2020-02-01 05:25:00,626,756
2020-02-01 05:30:00,626,760
2020-02-01 05:35:00,622,758
2020-02-01 05:40:00,583,749
2020-02-01 05:45:00,643,755
2020-02-01 05:50:00,562,762
2020-02-01 05:55:00,605,757
2020-02-01 06:00:00,589,762
2020-02-01 06:05:00,556,752
2020-02-01 06:10:00,630,748
2020-02-01 06:15:00,635,742
2020-02-01 06:20:00,659,770
2020-02-01 06:25:00,654,756
2020-02-01 06:30:00,645,755
2020-02-01 06:35:00,656,744
2020-02-01 06:40:00,576,758
2020-02-01 06:45:00,651,749
2020-02-01 06:50:00,612,764
2020-02-01 06:55:00,635,749
2020-02-01 07:00:00,627,756
2020-02-01 07:05:00,659,767
2020-02-01 07:10:00,673,743
2020-02-01 07:15:00,655,749
2020-02-01 07:20:00,715,756
2020-02-01 07:25:00,609,776
2020-02-01 07:30:00,592,771
2020-02-01 07:35:00,559,769
2020-02-01 07:40:00,599,761
2020-02-01 07:45:00,592,761
2020-02-01 07:50:00,654,748
2020-02-01 07:55:00,643,738
2020-02-01 08:00:00,544,753
2020-02-01 08:05:00,628,750
2020-02-01 08:10:00,496,752
2020-02-01 08:15:00,475,738
2020-02-01 08:20:00,484,751
2020-02-01 08:25:00,460,762
2020-02-01 08:30:00,457,740
2020-02-01 08:35:00,436,740
2020-02-01 08:40:00,478,749
2020-02-01 08:45:00,412,740
2020-02-01 08:50:00,448,742
2020-02-01 08:55:00,339,741
2020-02-01 09:00:00,521,747
2020-02-01 09:05:00,275,739
2020-02-01 09:10:00,295,750
2020-02-01 09:15:00,249,738
2020-02-01 09:20:00,245,742
2020-02-01 09:25:00,220,733
2020-02-01 09:30:00,253,735
2020-02-01 09:35:00,185,740
2020-02-01 09:40:00,126,753
2020-02-01 09:45:00,67.1,739
2020-02-01 09:50:00,114,756
2020-02-01 09:55:00,298,731
2020-02-01 10:00:00,310,737
2020-02-01 10:05:00,155,748
2020-02-01 10:10:00,26.8,750
2020-02-01 10:15:00,238,747
2020-02-01 10:20:00,227,741
2020-02-01 10:25:00,179,740
2020-02-01 10:30:00,213,740
2020-02-01 10:35:00,74.2,737
2020-02-01 10:40:00,44.0,735
2020-02-01 10:45:00,238,753
2020-02-01 10:50:00,45.3,742
2020-02-01 10:55:00,244,736
2020-02-01 11:00:00,179,727
2020-02-01 11:05:00,215,743
2020-02-01 11:10:00,110,737
2020-02-01 11:15:00,18.6,744
2020-02-01 11:20:00,277,743
2020-02-01 11:25:00,94.5,740
2020-02-01 11:30:00,162,735
2020-02-01 11:35:00,259,740
2020-02-01 11:40:00,113,746
2020-02-01 11:45:00,6.42,735
2020-02-01 11:50:00,-42,745
2020-02-01 11:55:00,-34,752
2020-02-01 12:00:00,-85,752
2020-02-01 12:05:00,-45,749
2020-02-01 12:10:00,16.8,756
2020-02-01 12:15:00,130,739
2020-02-01 12:20:00,108,738
2020-02-01 12:25:00,-29,735
2020-02-01 12:30:00,-26,743
2020-02-01 12:35:00,80.2,745
2020-02-01 12:40:00,135,738
2020-02-01 12:45:00,174,748
2020-02-01 12:50:00,222,732
2020-02-01 12:55:00,243,740
2020-02-01 13:00:00,246,732
2020-02-01 13:05:00,239,743
2020-02-01 13:10:00,222,742
2020-02-01 13:15:00,222,729
2020-02-01 13:20:00,204,743
2020-02-01 13:25:00,201,733
2020-02-01 13:30:00,202,746
2020-02-01 13:35:00,214,750
2020-02-01 13:40:00,261,742
2020-02-01 13:45:00,211,736
2020-02-01 13:50:00,135,735
2020-02-01 13:55:00,214,736
2020-02-01 14:00:00,199,738
2020-02-01 14:05:00,285,757
2020-02-01 14:10:00,253,743
2020-02-01 14:15:00,234,739
2020-02-01 14:20:00,266,737
2020-02-01 14:25:00,280,734
2020-02-01 14:30:00,285,732
2020-02-01 14:35:00,287,735
2020-02-01 14:40:00,305,729
2020-02-01 14:45:00,322,735
2020-02-01 14:50:00,358,727
2020-02-01 14:55:00,355,729
2020-02-01 15:00:00,359,735
2020-02-01 15:05:00,345,730
2020-02-01 15:10:00,355,744
2020-02-01 15:15:00,408,728
2020-02-01 15:20:00,420,737
2020-02-01 15:25:00,414,733
2020-02-01 15:30:00,408,737
2020-02-01 15:35:00,428,744
2020-02-01 15:40:00,406,735
2020-02-01 15:45:00,437,770
2020-02-01 15:50:00,423,731
2020-02-01 15:55:00,463,742
2020-02-01 16:00:00,433,732
2020-02-01 16:05:00,408,736
2020-02-01 16:10:00,445,733
2020-02-01 16:15:00,430,727
2020-02-01 16:20:00,488,743
2020-02-01 16:25:00,488,759
2020-02-01 16:30:00,483,755
2020-02-01 16:35:00,514,744
2020-02-01 16:40:00,506,763
2020-02-01 16:45:00,532,774
2020-02-01 16:50:00,503,740
2020-02-01 16:55:00,523,742
2020-02-01 17:00:00,779,755
2020-02-01 17:05:00,524,758
2020-02-01 17:10:00,538,742
2020-02-01 17:15:00,538,738
2020-02-01 17:20:00,498,743
2020-02-01 17:25:00,534,764
2020-02-01 17:30:00,744,752
2020-02-01 17:35:00,769,759
2020-02-01 17:40:00,524,736
2020-02-01 17:45:00,550,743
2020-02-01 17:50:00,533,741
2020-02-01 17:55:00,500,746
2020-02-01 18:00:00,700,744
2020-02-01 18:05:00,771,762
2020-02-01 18:10:00,514,759
2020-02-01 18:15:00,521,744
2020-02-01 18:20:00,528,758
2020-02-01 18:25:00,509,741
2020-02-01 18:30:00,544,763
2020-02-01 18:35:00,538,751
2020-02-01 18:40:00,515,751
2020-02-01 18:45:00,528,753
2020-02-01 18:50:00,526,752
2020-02-01 18:55:00,546,755
2020-02-01 19:00:00,757,767
2020-02-01 19:05:00,550,741
2020-02-01 19:10:00,526,750
2020-02-01 19:15:00,527,749
2020-02-01 19:20:00,559,747
2020-02-01 19:25:00,550,758
2020-02-01 19:30:00,775,760
2020-02-01 19:35:00,545,753
2020-02-01 19:40:00,539,753
2020-02-01 19:45:00,531,753
2020-02-01 19:50:00,524,764
2020-02-01 19:55:00,514,756
2020-02-01 20:00:00,520,743
2020-02-01 20:05:00,511,746
2020-02-01 20:10:00,532,755
2020-02-01 20:15:00,522,745
2020-02-01 20:20:00,532,758
2020-02-01 20:25:00,531,745
2020-02-01 20:30:00,537,747
2020-02-01 20:35:00,523,748
2020-02-01 20:40:00,500,738
2020-02-01 20:45:00,519,741
2020-02-01 20:50:00,564,760
2020-02-01 20:55:00,515,750
2020-02-01 21:00:00,533,752
2020-02-01 21:05:00,514,744
2020-02-01 21:10:00,563,744
2020-02-01 21:15:00,540,750
2020-02-01 21:20:00,548,743
2020-02-01 21:25:00,554,756
2020-02-01 21:30:00,523,736
2020-02-01 21:35:00,502,756
2020-02-01 21:40:00,553,744
2020-02-01 21:45:00,521,760
2020-02-01 21:50:00,524,748
2020-02-01 21:55:00,769,755
2020-02-01 22:00:00,523,751
2020-02-01 22:05:00,508,749
2020-02-01 22:10:00,547,748
2020-02-01 22:15:00,548,747
2020-02-01 22:20:00,542,758
2020-02-01 22:25:00,786,746
2020-02-01 22:30:00,513,748
2020-02-01 22:35:00,526,762
2020-02-01 22:40:00,520,763
2020-02-01 22:45:00,532,738
2020-02-01 22:50:00,575,753
2020-02-01 22:55:00,528,752
2020-02-01 23:00:00,558,773
2020-02-01 23:05:00,530,752
2020-02-01 23:10:00,557,758
2020-02-01 23:15:00,537,750
2020-02-01 23:20:00,520,747
2020-02-01 23:25:00,521,749
2020-02-01 23:30:00,500,755
2020-02-01 23:35:00,531,741
2020-02-01 23:40:00,557,741
2020-02-01 23:45:00,534,743
2020-02-01 23:50:00,518,736
2020-02-01 23:55:00,517,745
2020-02-02 00:00:00,518,738
2020-02-02 00:05:00,533,766
2020-02-02 00:10:00,540,745
2020-02-02 00:15:00,535,751
2020-02-02 00:20:00,524,759
2020-02-02 00:25:00,766,759
2020-02-02 00:30:00,499,742
2020-02-02 00:35:00,782,752
2020-02-02 00:40:00,525,737
2020-02-02 00:45:00,748,755
2020-02-02 00:50:00,532,746
2020-02-02 00:55:00,680,752
2020-02-02 01:00:00,618,761
2020-02-02 01:05:00,668,760
2020-02-02 01:10:00,654,743
2020-02-02 01:15:00,624,739
2020-02-02 01:20:00,633,747
2020-02-02 01:25:00,532,760
2020-02-02 01:30:00,607,751
2020-02-02 01:35:00,645,740
2020-02-02 01:40:00,605,744
2020-02-02 01:45:00,569,762
2020-02-02 01:50:00,575,761
2020-02-02 01:55:00,557,752
2020-02-02 02:00:00,637,743
2020-02-02 02:05:00,600,748
2020-02-02 02:10:00,568,773
2020-02-02 02:15:00,610,749
2020-02-02 02:20:00,541,756
2020-02-02 02:25:00,625,762
2020-02-02 02:30:00,523,754
2020-02-02 02:35:00,629,757
2020-02-02 02:40:00,617,748
2020-02-02 02:45:00,534,772
2020-02-02 02:50:00,667,748
2020-02-02 02:55:00,626,767
2020-02-02 03:00:00,556,758
2020-02-02 03:05:00,635,742
2020-02-02 03:10:00,541,762
2020-02-02 03:15:00,623,739
2020-02-02 03:20:00,539,766
2020-02-02 03:25:00,621,744
2020-02-02 03:30:00,551,768
2020-02-02 03:35:00,632,748
2020-02-02 03:40:00,592,758
2020-02-02 03:45:00,649,749
2020-02-02 03:50:00,600,750
2020-02-02 03:55:00,621,759
2020-02-02 04:00:00,585,753
2020-02-02 04:05:00,618,753
2020-02-02 04:10:00,518,758
2020-02-02 04:15:00,585,749
2020-02-02 04:20:00,557,761
2020-02-02 04:25:00,596,747
2020-02-02 04:30:00,584,778
2020-02-02 04:35:00,639,745
2020-02-02 04:40:00,629,765
2020-02-02 04:45:00,596,762
2020-02-02 04:50:00,620,759
2020-02-02 04:55:00,626,772
2020-02-02 05:00:00,601,756
2020-02-02 05:05:00,592,776
2020-02-02 05:10:00,622,753
2020-02-02 05:15:00,568,774
2020-02-02 05:20:00,657,751
2020-02-02 05:25:00,601,768
2020-02-02 05:30:00,647,749
2020-02-02 05:35:00,549,763
2020-02-02 05:40:00,632,757
2020-02-02 05:45:00,611,764
2020-02-02 05:50:00,556,766
2020-02-02 05:55:00,610,760
2020-02-02 06:00:00,572,755
2020-02-02 06:05:00,644,762
2020-02-02 06:10:00,550,765
2020-02-02 06:15:00,611,749
2020-02-02 06:20:00,554,774
2020-02-02 06:25:00,600,752
2020-02-02 06:30:00,546,771
2020-02-02 06:35:00,638,754
2020-02-02 06:40:00,608,760
2020-02-02 06:45:00,547,766
2020-02-02 06:50:00,579,777
2020-02-02 06:55:00,549,760
2020-02-02 07:00:00,548,767
2020-02-02 07:05:00,583,756
2020-02-02 07:10:00,634,760
2020-02-02 07:15:00,532,763
2020-02-02 07:20:00,551,765
2020-02-02 07:25:00,520,756
2020-02-02 07:30:00,481,747
2020-02-02 07:35:00,497,752
2020-02-02 07:40:00,449,757
2020-02-02 07:45:00,463,766
2020-02-02 07:50:00,428,750
2020-02-02 07:55:00,399,748
2020-02-02 08:00:00,350,749
2020-02-02 08:05:00,354,759
2020-02-02 08:10:00,314,741
2020-02-02 08:15:00,270,743
2020-02-02 08:20:00,229,752
2020-02-02 08:25:00,208,737
2020-02-02 08:30:00,165,749
2020-02-02 08:35:00,138,742
2020-02-02 08:40:00,110,767
2020-02-02 08:45:00,78.7,742
2020-02-02 08:50:00,47.8,744
2020-02-02 08:55:00,50.0,758
2020-02-02 09:00:00,57.2,748
2020-02-02 09:05:00,41.0,758
2020-02-02 09:10:00,45.3,743
2020-02-02 09:15:00,21.4,746
2020-02-02 09:20:00,13.0,761
2020-02-02 09:25:00,23.8,747
2020-02-02 09:30:00,9.97,761
2020-02-02 09:35:00,37.6,751
2020-02-02 09:40:00,7.67,752
2020-02-02 09:45:00,17.7,771
2020-02-02 09:50:00,-2.7,744
2020-02-02 09:55:00,9.74,760
2020-02-02 10:00:00,17.0,756
2020-02-02 10:05:00,16.0,749
2020-02-02 10:10:00,16.7,757
2020-02-02 10:15:00,20.6,741
2020-02-02 10:20:00,28.9,744
2020-02-02 10:25:00,43.5,758
2020-02-02 10:30:00,31.6,745
2020-02-02 10:35:00,23.0,746
2020-02-02 10:40:00,33.1,752
2020-02-02 10:45:00,61.3,760
2020-02-02 10:50:00,30.0,761
2020-02-02 10:55:00,23.8,749
2020-02-02 11:00:00,67.5,758
2020-02-02 11:05:00,43.6,755
2020-02-02 11:10:00,21.1,750
2020-02-02 11:15:00,40.1,753
2020-02-02 11:20:00,25.6,740
2020-02-02 11:25:00,29.5,752
2020-02-02 11:30:00,34.0,753
2020-02-02 11:35:00,24.5,747
2020-02-02 11:40:00,46.5,749
2020-02-02 11:45:00,30.3,747
2020-02-02 11:50:00,28.9,753
2020-02-02 11:55:00,47.8,753
2020-02-02 12:00:00,4.74,740
2020-02-02 12:05:00,44.8,763
2020-02-02 12:10:00,16.3,742
2020-02-02 12:15:00,2.37,738
2020-02-02 12:20:00,-5.5,751
2020-02-02 12:25:00,-8.5,743
2020-02-02 12:30:00,9.43,762
2020-02-02 12:35:00,-1.1,741
2020-02-02 12:40:00,-24,745
2020-02-02 12:45:00,-4.5,756
2020-02-02 12:50:00,-20,750
2020-02-02 12:55:00,-28,748
2020-02-02 13:00:00,-36,733
2020-02-02 13:05:00,-15,756
2020-02-02 13:10:00,-26,741
2020-02-02 13:15:00,-17,755
2020-02-02 13:20:00,-31,683
2020-02-02 13:25:00,-53,749
2020-02-02 13:30:00,-49,760
2020-02-02 13:35:00,-68,743
2020-02-02 13:40:00,-67,753
2020-02-02 13:45:00,-50,747
2020-02-02 13:50:00,-79,752
2020-02-02 13:55:00,-89,740
2020-02-02 14:00:00,-79,757
2020-02-02 14:05:00,-99,743
2020-02-02 14:10:00,-94,760
2020-02-02 14:15:00,-98,743
2020-02-02 14:20:00,-93,752
2020-02-02 14:25:00,-106,753
2020-02-02 14:30:00,-120,765
2020-02-02 14:35:00,-125,755
2020-02-02 14:40:00,-114,761
2020-02-02 14:45:00,-106,766
2020-02-02 14:50:00,-109,750
2020-02-02 14:55:00,-110,764
2020-02-02 15:00:00,-121,753
2020-02-02 15:05:00,-110,762
2020-02-02 15:10:00,-101,745
2020-02-02 15:15:00,-92,758
2020-02-02 15:20:00,-56,764
2020-02-02 15:25:00,-50,752
2020-02-02 15:30:00,-42,754
2020-02-02 15:35:00,-21,745
2020-02-02 15:40:00,-1.1,752
2020-02-02 15:45:00,52.0,739
2020-02-02 15:50:00,82.4,753
2020-02-02 15:55:00,132,748
2020-02-02 16:00:00,177,765
2020-02-02 16:05:00,200,747
2020-02-02 16:10:00,253,763
2020-02-02 16:15:00,266,769
2020-02-02 16:20:00,285,767
2020-02-02 16:25:00,315,775
2020-02-02 16:30:00,326,757
2020-02-02 16:35:00,378,775
2020-02-02 16:40:00,424,766
2020-02-02 16:45:00,480,770
2020-02-02 16:50:00,480,776
2020-02-02 16:55:00,487,767
2020-02-02 17:00:00,475,760
2020-02-02 17:05:00,469,743
2020-02-02 17:10:00,487,758
2020-02-02 17:15:00,495,769
2020-02-02 17:20:00,485,753
2020-02-02 17:25:00,481,751
2020-02-02 17:30:00,625,752
2020-02-02 17:35:00,498,769
2020-02-02 17:40:00,657,770
2020-02-02 17:45:00,470,767
2020-02-02 17:50:00,671,755
2020-02-02 17:55:00,476,754
2020-02-02 18:00:00,593,767
2020-02-02 18:05:00,592,746
2020-02-02 18:10:00,623,752
2020-02-02 18:15:00,491,772
2020-02-02 18:20:00,478,751
2020-02-02 18:25:00,489,771
2020-02-02 18:30:00,586,752
2020-02-02 18:35:00,586,750
2020-02-02 18:40:00,505,771
2020-02-02 18:45:00,573,746
2020-02-02 18:50:00,496,762
2020-02-02 18:55:00,585,757
2020-02-02 19:00:00,480,767
2020-02-02 19:05:00,521,771
2020-02-02 19:10:00,576,746
2020-02-02 19:15:00,507,751
2020-02-02 19:20:00,603,779
2020-02-02 19:25:00,586,755
2020-02-02 19:30:00,590,759
2020-02-02 19:35:00,525,755
2020-02-02 19:40:00,519,751
2020-02-02 19:45:00,537,758
2020-02-02 19:50:00,505,744
2020-02-02 19:55:00,636,753
2020-02-02 20:00:00,700,763
2020-02-02 20:05:00,679,746
2020-02-02 20:10:00,536,768
2020-02-02 20:15:00,485,745
2020-02-02 20:20:00,519,761
2020-02-02 20:25:00,524,767
2020-02-02 20:30:00,521,750
2020-02-02 20:35:00,715,762
2020-02-02 20:40:00,516,756
2020-02-02 20:45:00,504,759
2020-02-02 20:50:00,546,763
2020-02-02 20:55:00,525,760
2020-02-02 21:00:00,505,752
2020-02-02 21:05:00,526,772
2020-02-02 21:10:00,529,753
2020-02-02 21:15:00,575,769
2020-02-02 21:20:00,725,762
2020-02-02 21:25:00,610,753
2020-02-02 21:30:00,688,747
2020-02-02 21:35:00,639,744
2020-02-02 21:40:00,652,750
2020-02-02 21:45:00,659,752
2020-02-02 21:50:00,691,746
2020-02-02 21:55:00,681,752
2020-02-02 22:00:00,634,748
2020-02-02 22:05:00,663,759
2020-02-02 22:10:00,581,764
2020-02-02 22:15:00,582,744
2020-02-02 22:20:00,560,771
2020-02-02 22:25:00,629,743
2020-02-02 22:30:00,641,748
2020-02-02 22:35:00,620,745
2020-02-02 22:40:00,551,763
2020-02-02 22:45:00,673,756
2020-02-02 22:50:00,682,751
2020-02-02 22:55:00,617,750
2020-02-02 23:00:00,643,762
2020-02-02 23:05:00,635,749
2020-02-02 23:10:00,624,749
2020-02-02 23:15:00,620,753
2020-02-02 23:20:00,556,752
2020-02-02 23:25:00,663,751
2020-02-02 23:30:00,647,752
2020-02-02 23:35:00,674,752
2020-02-02 23:40:00,592,763
2020-02-02 23:45:00,657,753
2020-02-02 23:50:00,640,758
2020-02-02 23:55:00,595,754
2020-02-03 00:00:00,674,751
2020-02-03 00:05:00,585,758
2020-02-03 00:10:00,709,767
2020-02-03 00:15:00,634,754
2020-02-03 00:20:00,582,755
2020-02-03 00:25:00,601,762
2020-02-03 00:30:00,676,752
2020-02-03 00:35:00,620,762
2020-02-03 00:40:00,708,766
2020-02-03 00:45:00,596,763
2020-02-03 00:50:00,697,751
2020-02-03 00:55:00,599,761
2020-02-03 01:00:00,641,754
2020-02-03 01:05:00,625,774
2020-02-03 01:10:00,695,749
2020-02-03 01:15:00,614,761
2020-02-03 01:20:00,691,761
2020-02-03 01:25:00,600,763
2020-02-03 01:30:00,702,749
2020-02-03 01:35:00,597,767
2020-02-03 01:40:00,648,754
2020-02-03 01:45:00,702,768
2020-02-03 01:50:00,713,770
2020-02-03 01:55:00,683,762
2020-02-03 02:00:00,627,755
2020-02-03 02:05:00,598,762
2020-02-03 02:10:00,694,757
2020-02-03 02:15:00,600,757
2020-02-03 02:20:00,640,766
2020-02-03 02:25:00,644,759
2020-02-03 02:30:00,725,749
2020-02-03 02:35:00,685,761
2020-02-03 02:40:00,611,765
2020-02-03 02:45:00,660,769
2020-02-03 02:50:00,603,764
2020-02-03 02:55:00,644,756
2020-02-03 03:00:00,694,752
2020-02-03 03:05:00,623,771
2020-02-03 03:10:00,675,749
2020-02-03 03:15:00,687,746
2020-02-03 03:20:00,658,759
2020-02-03 03:25:00,595,763
2020-02-03 03:30:00,666,755
2020-02-03 03:35:00,755,760
2020-02-03 03:40:00,593,756
2020-02-03 03:45:00,714,740
2020-02-03 03:50:00,697,761
2020-02-03 03:55:00,684,750
2020-02-03 04:00:00,636,755
2020-02-03 04:05:00,642,771
2020-02-03 04:10:00,678,758
2020-02-03 04:15:00,699,765
2020-02-03 04:20:00,627,767
2020-02-03 04:25:00,680,766
2020-02-03 04:30:00,715,741
2020-02-03 04:35:00,598,758
2020-02-03 04:40:00,738,749
2020-02-03 04:45:00,600,755
2020-02-03 04:50:00,724,745
2020-02-03 04:55:00,725,745
2020-02-03 05:00:00,715,764
2020-02-03 05:05:00,741,754
2020-02-03 05:10:00,791,770
2020-02-03 05:15:00,700,766
2020-02-03 05:20:00,690,766
2020-02-03 05:25:00,755,749
2020-02-03 05:30:00,676,762
2020-02-03 05:35:00,744,753
2020-02-03 05:40:00,677,769
2020-02-03 05:45:00,778,761
2020-02-03 05:50:00,675,762
2020-02-03 05:55:00,749,745
2020-02-03 06:00:00,780,765
2020-02-03 06:05:00,701,768
2020-02-03 06:10:00,738,762
2020-02-03 06:15:00,739,778
2020-02-03 06:20:00,691,761
2020-02-03 06:25:00,790,773
2020-02-03 06:30:00,813,780
2020-02-03 06:35:00,769,776
2020-02-03 06:40:00,753,769
2020-02-03 06:45:00,815,775
2020-02-03 06:50:00,769,770
2020-02-03 06:55:00,867,764
2020-02-03 07:00:00,847,766
2020-02-03 07:05:00,753,779
2020-02-03 07:10:00,820,762
2020-02-03 07:15:00,743,774
2020-02-03 07:20:00,788,762
2020-02-03 07:25:00,803,768
2020-02-03 07:30:00,772,772
2020-02-03 07:35:00,872,770
2020-02-03 07:40:00,754,780
2020-02-03 07:45:00,809,763
2020-02-03 07:50:00,801,790
2020-02-03 07:55:00,780,754
2020-02-03 08:00:00,754,755
2020-02-03 08:05:00,817,752
2020-02-03 08:10:00,727,755
2020-02-03 08:15:00,822,775
2020-02-03 08:20:00,659,763
2020-02-03 08:25:00,804,759
2020-02-03 08:30:00,788,768
2020-02-03 08:35:00,685,755
2020-02-03 08:40:00,781,762
2020-02-03 08:45:00,754,758
2020-02-03 08:50:00,776,744
2020-02-03 08:55:00,791,757
2020-02-03 09:00:00,763,768
2020-02-03 09:05:00,795,748
2020-02-03 09:10:00,817,763
2020-02-03 09:15:00,834,767
2020-02-03 09:20:00,757,772
2020-02-03 09:25:00,823,758
2020-02-03 09:30:00,721,761
2020-02-03 09:35:00,805,763
2020-02-03 09:40:00,788,763
2020-02-03 09:45:00,795,772
2020-02-03 09:50:00,715,786
2020-02-03 09:55:00,797,757
2020-02-03 10:00:00,793,762
2020-02-03 10:05:00,776,766
2020-02-03 10:10:00,735,782
2020-02-03 10:15:00,824,762
2020-02-03 10:20:00,786,757
2020-02-03 10:25:00,799,774
2020-02-03 10:30:00,718,765
2020-02-03 10:35:00,828,769
2020-02-03 10:40:00,729,765
2020-02-03 10:45:00,818,769
2020-02-03 10:50:00,701,767
2020-02-03 10:55:00,790,769
2020-02-03 11:00:00,833,780
2020-02-03 11:05:00,737,761
2020-02-03 11:10:00,839,788
2020-02-03 11:15:00,720,786
2020-02-03 11:20:00,813,765
2020-02-03 11:25:00,758,779
2020-02-03 11:30:00,783,758
