MST,Avg Wind Speed @ 50m [m/s]
2016-12-25 03:18:00,1.17
2016-12-25 03:19:00,1.16
2016-12-25 03:20:00,1.05
2016-12-25 03:21:00,1.07
2016-12-25 03:22:00,0.96
2016-12-25 03:23:00,0.76
2016-12-25 03:24:00,0.86
2016-12-25 03:25:00,0.66
2016-12-25 03:26:00,0.82
2016-12-25 03:27:00,0.64
2016-12-25 03:28:00,0.59
2016-12-25 03:29:00,0.43
2016-12-25 03:30:00,0.5
2016-12-25 03:31:00,0.82
2016-12-25 03:32:00,0.56
2016-12-25 03:33:00,0.34
2016-12-25 03:34:00,0.34
2016-12-25 03:35:00,0.44
2016-12-25 03:36:00,0.69
2016-12-25 03:37:00,0.62
2016-12-25 03:38:00,0.61
2016-12-25 03:39:00,1.08
2016-12-25 03:40:00,1.61
2016-12-25 03:41:00,1.75
2016-12-25 03:42:00,1.59
2016-12-25 03:43:00,1.4
2016-12-25 03:44:00,1.68
2016-12-25 03:45:00,2.42
2016-12-25 03:46:00,2.68
2016-12-25 03:47:00,2.99
2016-12-25 03:48:00,3.19
2016-12-25 03:49:00,2.72
2016-12-25 03:50:00,2.84
2016-12-25 03:51:00,3.65
2016-12-25 03:52:00,4.39
2016-12-25 03:53:00,4.5
2016-12-25 03:54:00,3.9
2016-12-25 03:55:00,3.16
2016-12-25 03:56:00,2.38
2016-12-25 03:57:00,2.12
2016-12-25 03:58:00,2.4
2016-12-25 03:59:00,3.09
2016-12-25 04:00:00,3.4
2016-12-25 04:01:00,3.34
2016-12-25 04:02:00,2.66
2016-12-25 04:03:00,1.76
2016-12-25 04:04:00,1.62
2016-12-25 04:05:00,1.68
2016-12-25 04:06:00,1.65
2016-12-25 04:07:00,1.42
2016-12-25 04:08:00,1.29
2016-12-25 04:09:00,1.3
2016-12-25 04:10:00,1.01
2016-12-25 04:11:00,0.95
2016-12-25 04:12:00,0.91
2016-12-25 04:13:00,0.76
2016-12-25 04:14:00,0.76
2016-12-25 04:15:00,0.73
2016-12-25 04:16:00,0.37
2016-12-25 04:17:00,0.38
2016-12-25 04:18:00,0.57
2016-12-25 04:19:00,0.34
2016-12-25 04:20:00,0.34
2016-12-25 04:21:00,0.43
2016-12-25 04:22:00,0.42
2016-12-25 04:23:00,0.34
2016-12-25 04:24:00,0.34
2016-12-25 04:25:00,0.34
2016-12-25 04:26:00,0.61
2016-12-25 04:27:00,1.44
2016-12-25 04:28:00,1.32
2016-12-25 04:29:00,1.07
2016-12-25 04:30:00,0.81
2016-12-25 04:31:00,0.57
2016-12-25 04:32:00,0.4
2016-12-25 04:33:00,0.69
2016-12-25 04:34:00,0.34
2016-12-25 04:35:00,0.34
2016-12-25 04:36:00,0.36
2016-12-25 04:37:00,0.82
2016-12-25 04:38:00,1.02
2016-12-25 04:39:00,0.97
2016-12-25 04:40:00,0.66
2016-12-25 04:41:00,0.44
2016-12-25 04:42:00,0.87
2016-12-25 04:43:00,1.11
2016-12-25 04:44:00,1.02
2016-12-25 04:45:00,1.25
2016-12-25 04:46:00,1.19
2016-12-25 04:47:00,1.08
2016-12-25 04:48:00,0.68
2016-12-25 04:49:00,0.34
2016-12-25 04:50:00,0.34
2016-12-25 04:51:00,0.34
2016-12-25 04:52:00,0.72
2016-12-25 04:53:00,1.11
2016-12-25 04:54:00,1.16
2016-12-25 04:55:00,1.38
2016-12-25 04:56:00,1.55
2016-12-25 04:57:00,1.54
2016-12-25 04:58:00,1.26
2016-12-25 04:59:00,1.28
2016-12-25 05:00:00,1.94
2016-12-25 05:01:00,2.53
2016-12-25 05:02:00,2.8
2016-12-25 05:03:00,2.6
2016-12-25 05:04:00,2.67
2016-12-25 05:05:00,3.52
2016-12-25 05:06:00,4.15
2016-12-25 05:07:00,3.36
2016-12-25 05:08:00,2.66
2016-12-25 05:09:00,2.67
2016-12-25 05:10:00,2.92
2016-12-25 05:11:00,3.06
2016-12-25 05:12:00,3.38
2016-12-25 05:13:00,3.39
2016-12-25 05:14:00,2.99
2016-12-25 05:15:00,2.69
2016-12-25 05:16:00,3.11
2016-12-25 05:17:00,3.33
2016-12-25 05:18:00,2.88
2016-12-25 05:19:00,2.98
2016-12-25 05:20:00,2.9
2016-12-25 05:21:00,2.88
2016-12-25 05:22:00,2.42
2016-12-25 05:23:00,1.89
2016-12-25 05:24:00,1.55
2016-12-25 05:25:00,1.66
2016-12-25 05:26:00,1.96
2016-12-25 05:27:00,2.0
2016-12-25 05:28:00,1.94
2016-12-25 05:29:00,1.63
2016-12-25 05:30:00,1.31
2016-12-25 05:31:00,1.51
2016-12-25 05:32:00,1.96
2016-12-25 05:33:00,2.25
2016-12-25 05:34:00,2.26
2016-12-25 05:35:00,2.26
2016-12-25 05:36:00,2.32
2016-12-25 05:37:00,2.91
2016-12-25 05:38:00,3.18
2016-12-25 05:39:00,3.41
2016-12-25 05:40:00,3.38
2016-12-25 05:41:00,3.39
2016-12-25 05:42:00,3.42
2016-12-25 05:43:00,2.9
2016-12-25 05:44:00,3.15
2016-12-25 05:45:00,2.87
2016-12-25 05:46:00,2.53
2016-12-25 05:47:00,2.13
2016-12-25 05:48:00,2.37
2016-12-25 05:49:00,2.36
2016-12-25 05:50:00,2.1
2016-12-25 05:51:00,2.09
2016-12-25 05:52:00,1.95
2016-12-25 05:53:00,2.08
2016-12-25 05:54:00,2.04
2016-12-25 05:55:00,2.08
2016-12-25 05:56:00,1.92
2016-12-25 05:57:00,2.02
2016-12-25 05:58:00,2.04
2016-12-25 05:59:00,1.88
2016-12-25 06:00:00,1.64
2016-12-25 06:01:00,1.68
2016-12-25 06:02:00,1.66
2016-12-25 06:03:00,1.72
2016-12-25 06:04:00,1.78
2016-12-25 06:05:00,1.63
2016-12-25 06:06:00,1.56
2016-12-25 06:07:00,1.19
2016-12-25 06:08:00,0.83
2016-12-25 06:09:00,0.87
2016-12-25 06:10:00,0.9
2016-12-25 06:11:00,1.0
2016-12-25 06:12:00,0.98
2016-12-25 06:13:00,1.19
2016-12-25 06:14:00,1.39
2016-12-25 06:15:00,2.06
2016-12-25 06:16:00,2.46
2016-12-25 06:17:00,2.79
2016-12-25 06:18:00,3.14
2016-12-25 06:19:00,3.06
2016-12-25 06:20:00,2.74
2016-12-25 06:21:00,3.06
2016-12-25 06:22:00,3.02
2016-12-25 06:23:00,3.2
2016-12-25 06:24:00,3.3
2016-12-25 06:25:00,3.27
2016-12-25 06:26:00,3.28
2016-12-25 06:27:00,3.65
2016-12-25 06:28:00,4.18
2016-12-25 06:29:00,4.11
2016-12-25 06:30:00,3.88
2016-12-25 06:31:00,3.64
2016-12-25 06:32:00,3.88
2016-12-25 06:33:00,3.34
2016-12-25 06:34:00,2.48
2016-12-25 06:35:00,2.47
2016-12-25 06:36:00,2.66
2016-12-25 06:37:00,2.47
2016-12-25 06:38:00,2.46
2016-12-25 06:39:00,2.17
2016-12-25 06:40:00,2.0
2016-12-25 06:41:00,1.85
2016-12-25 06:42:00,2.12
2016-12-25 06:43:00,2.34
2016-12-25 06:44:00,2.53
2016-12-25 06:45:00,2.3
2016-12-25 06:46:00,2.67
2016-12-25 06:47:00,3.12
2016-12-25 06:48:00,3.15
2016-12-25 06:49:00,3.03
2016-12-25 06:50:00,3.12
2016-12-25 06:51:00,3.26
2016-12-25 06:52:00,3.12
2016-12-25 06:53:00,2.96
2016-12-25 06:54:00,2.95
2016-12-25 06:55:00,2.83
2016-12-25 06:56:00,3.36
2016-12-25 06:57:00,3.43
2016-12-25 06:58:00,3.43
2016-12-25 06:59:00,3.3
2016-12-25 07:00:00,3.59
2016-12-25 07:01:00,4.04
2016-12-25 07:02:00,4.27
2016-12-25 07:03:00,4.28
2016-12-25 07:04:00,4.29
2016-12-25 07:05:00,4.26
2016-12-25 07:06:00,3.83
2016-12-25 07:07:00,3.79
2016-12-25 07:08:00,3.44
2016-12-25 07:09:00,3.17
2016-12-25 07:10:00,2.78
2016-12-25 07:11:00,3.24
2016-12-25 07:12:00,3.27
2016-12-25 07:13:00,3.08
2016-12-25 07:14:00,3.02
2016-12-25 07:15:00,3.08
2016-12-25 07:16:00,3.26
2016-12-25 07:17:00,3.1
2016-12-25 07:18:00,3.19
2016-12-25 07:19:00,3.69
2016-12-25 07:20:00,3.59
2016-12-25 07:21:00,3.72
2016-12-25 07:22:00,3.23
2016-12-25 07:23:00,3.33
2016-12-25 07:24:00,3.67
2016-12-25 07:25:00,3.83
2016-12-25 07:26:00,3.83
2016-12-25 07:27:00,3.84
2016-12-25 07:28:00,3.6
2016-12-25 07:29:00,3.34
2016-12-25 07:30:00,3.09
2016-12-25 07:31:00,2.96
2016-12-25 07:32:00,2.72
2016-12-25 07:33:00,2.58
2016-12-25 07:34:00,2.48
2016-12-25 07:35:00,2.41
2016-12-25 07:36:00,2.62
2016-12-25 07:37:00,2.62
2016-12-25 07:38:00,2.59
2016-12-25 07:39:00,2.45
2016-12-25 07:40:00,2.31
2016-12-25 07:41:00,2.28
2016-12-25 07:42:00,2.58
2016-12-25 07:43:00,2.89
2016-12-25 07:44:00,3.4
2016-12-25 07:45:00,3.74
2016-12-25 07:46:00,4.09
2016-12-25 07:47:00,4.07
2016-12-25 07:48:00,4.07
2016-12-25 07:49:00,4.27
2016-12-25 07:50:00,3.91
2016-12-25 07:51:00,3.75
2016-12-25 07:52:00,4.25
2016-12-25 07:53:00,3.78
2016-12-25 07:54:00,4.77
2016-12-25 07:55:00,4.52
2016-12-25 07:56:00,3.97
2016-12-25 07:57:00,4.0
2016-12-25 07:58:00,4.13
2016-12-25 07:59:00,4.35
2016-12-25 08:00:00,4.3
2016-12-25 08:01:00,4.21
2016-12-25 08:02:00,4.09
2016-12-25 08:03:00,3.99
2016-12-25 08:04:00,4.02
2016-12-25 08:05:00,3.92
2016-12-25 08:06:00,3.69
2016-12-25 08:07:00,3.55
2016-12-25 08:08:00,3.54
2016-12-25 08:09:00,3.18
2016-12-25 08:10:00,3.06
2016-12-25 08:11:00,3.11
2016-12-25 08:12:00,3.17
2016-12-25 08:13:00,3.47
2016-12-25 08:14:00,3.17
2016-12-25 08:15:00,3.26
2016-12-25 08:16:00,3.08
2016-12-25 08:17:00,2.73
2016-12-25 08:18:00,3.0
2016-12-25 08:19:00,3.19
2016-12-25 08:20:00,3.26
2016-12-25 08:21:00,4.23
2016-12-25 08:22:00,4.46
2016-12-25 08:23:00,4.89
2016-12-25 08:24:00,4.77
2016-12-25 08:25:00,4.87
2016-12-25 08:26:00,4.9
2016-12-25 08:27:00,4.65
2016-12-25 08:28:00,4.36
2016-12-25 08:29:00,4.52
2016-12-25 08:30:00,4.51
2016-12-25 08:31:00,4.35
2016-12-25 08:32:00,4.31
2016-12-25 08:33:00,4.22
2016-12-25 08:34:00,4.2
2016-12-25 08:35:00,4.15
2016-12-25 08:36:00,3.78
2016-12-25 08:37:00,3.74
2016-12-25 08:38:00,3.91
2016-12-25 08:39:00,4.03
2016-12-25 08:40:00,4.14
2016-12-25 08:41:00,4.22
2016-12-25 08:42:00,4.38
2016-12-25 08:43:00,4.48
2016-12-25 08:44:00,4.62
2016-12-25 08:45:00,3.91
2016-12-25 08:46:00,4.26
2016-12-25 08:47:00,4.65
2016-12-25 08:48:00,4.48
2016-12-25 08:49:00,4.32
2016-12-25 08:50:00,3.77
2016-12-25 08:51:00,3.33
2016-12-25 08:52:00,3.09
2016-12-25 08:53:00,3.66
2016-12-25 08:54:00,4.25
2016-12-25 08:55:00,4.49
2016-12-25 08:56:00,4.23
2016-12-25 08:57:00,4.06
2016-12-25 08:58:00,3.73
2016-12-25 08:59:00,4.36
2016-12-25 09:00:00,5.14
2016-12-25 09:01:00,4.74
2016-12-25 09:02:00,5.03
2016-12-25 09:03:00,6.19
2016-12-25 09:04:00,6.64
2016-12-25 09:05:00,6.09
2016-12-25 09:06:00,5.84
2016-12-25 09:07:00,6.36
2016-12-25 09:08:00,5.9
2016-12-25 09:09:00,5.95
2016-12-25 09:10:00,5.96
2016-12-25 09:11:00,5.42
2016-12-25 09:12:00,6.51
2016-12-25 09:13:00,7.39
2016-12-25 09:14:00,7.25
2016-12-25 09:15:00,6.51
2016-12-25 09:16:00,6.69
2016-12-25 09:17:00,7.4
2016-12-25 09:18:00,7.66
2016-12-25 09:19:00,7.71
2016-12-25 09:20:00,7.49
2016-12-25 09:21:00,6.56
2016-12-25 09:22:00,6.97
2016-12-25 09:23:00,6.49
2016-12-25 09:24:00,6.29
2016-12-25 09:25:00,6.47
2016-12-25 09:26:00,7.65
2016-12-25 09:27:00,7.66
2016-12-25 09:28:00,8.11
2016-12-25 09:29:00,8.4
2016-12-25 09:30:00,9.23
2016-12-25 09:31:00,10.67
2016-12-25 09:32:00,10.82
2016-12-25 09:33:00,9.26
2016-12-25 09:34:00,9.72
2016-12-25 09:35:00,11.1
2016-12-25 09:36:00,11.99
2016-12-25 09:37:00,10.94
2016-12-25 09:38:00,8.47
2016-12-25 09:39:00,6.62
2016-12-25 09:40:00,8.78
2016-12-25 09:41:00,10.03
2016-12-25 09:42:00,8.25
2016-12-25 09:43:00,9.88
2016-12-25 09:44:00,10.87
2016-12-25 09:45:00,9.89
2016-12-25 09:46:00,11.88
2016-12-25 09:47:00,10.56
2016-12-25 09:48:00,12.77
2016-12-25 09:49:00,10.23
2016-12-25 09:50:00,9.09
2016-12-25 09:51:00,10.1
2016-12-25 09:52:00,9.6
2016-12-25 09:53:00,9.99
2016-12-25 09:54:00,9.61
2016-12-25 09:55:00,13.13
2016-12-25 09:56:00,12.2
2016-12-25 09:57:00,11.91
2016-12-25 09:58:00,10.4
2016-12-25 09:59:00,7.27
2016-12-25 10:00:00,7.95
2016-12-25 10:01:00,8.48
2016-12-25 10:02:00,9.16
2016-12-25 10:03:00,13.99
2016-12-25 10:04:00,15.94
2016-12-25 10:05:00,13.6
2016-12-25 10:06:00,12.78
2016-12-25 10:07:00,12.23
2016-12-25 10:08:00,13.86
2016-12-25 10:09:00,13.69
2016-12-25 10:10:00,10.24
2016-12-25 10:11:00,9.92
2016-12-25 10:12:00,8.91
2016-12-25 10:13:00,10.72
2016-12-25 10:14:00,8.96
2016-12-25 10:15:00,9.38
2016-12-25 10:16:00,11.56
2016-12-25 10:17:00,13.09
2016-12-25 10:18:00,11.2
2016-12-25 10:19:00,10.25
2016-12-25 10:20:00,10.88
2016-12-25 10:21:00,15.28
2016-12-25 10:22:00,13.41
2016-12-25 10:23:00,15.84
2016-12-25 10:24:00,16.76
2016-12-25 10:25:00,15.83
2016-12-25 10:26:00,17.33
2016-12-25 10:27:00,15.35
2016-12-25 10:28:00,14.93
2016-12-25 10:29:00,18.35
2016-12-25 10:30:00,17.56
2016-12-25 10:31:00,14.3
2016-12-25 10:32:00,15.55
2016-12-25 10:33:00,18.59
2016-12-25 10:34:00,16.23
2016-12-25 10:35:00,14.83
2016-12-25 10:36:00,14.13
2016-12-25 10:37:00,13.71
2016-12-25 10:38:00,15.33
2016-12-25 10:39:00,14.36
2016-12-25 10:40:00,14.81
2016-12-25 10:41:00,17.13
2016-12-25 10:42:00,16.29
2016-12-25 10:43:00,14.96
2016-12-25 10:44:00,16.24
2016-12-25 10:45:00,16.76
2016-12-25 10:46:00,17.46
2016-12-25 10:47:00,20.04
2016-12-25 10:48:00,14.56
2016-12-25 10:49:00,18.45
2016-12-25 10:50:00,17.46
2016-12-25 10:51:00,14.19
2016-12-25 10:52:00,20.93
2016-12-25 10:53:00,16.9
2016-12-25 10:54:00,21.07
2016-12-25 10:55:00,16.96
2016-12-25 10:56:00,19.04
2016-12-25 10:57:00,19.92
2016-12-25 10:58:00,18.05
2016-12-25 10:59:00,17.38
2016-12-25 11:00:00,16.2
2016-12-25 11:01:00,19.83
2016-12-25 11:02:00,17.47
2016-12-25 11:03:00,22.12
2016-12-25 11:04:00,20.41
2016-12-25 11:05:00,15.25
2016-12-25 11:06:00,13.23
2016-12-25 11:07:00,20.67
2016-12-25 11:08:00,18.22
2016-12-25 11:09:00,19.14
2016-12-25 11:10:00,18.87
2016-12-25 11:11:00,21.77
2016-12-25 11:12:00,17.79
2016-12-25 11:13:00,20.92
2016-12-25 11:14:00,20.16
2016-12-25 11:15:00,17.45
2016-12-25 11:16:00,19.12
2016-12-25 11:17:00,19.28
2016-12-25 11:18:00,18.66
2016-12-25 11:19:00,16.13
2016-12-25 11:20:00,19.63
2016-12-25 11:21:00,17.33
2016-12-25 11:22:00,23.8
2016-12-25 11:23:00,19.95
2016-12-25 11:24:00,20.91
2016-12-25 11:25:00,23.09
2016-12-25 11:26:00,21.11
2016-12-25 11:27:00,19.77
2016-12-25 11:28:00,20.08
2016-12-25 11:29:00,20.97
2016-12-25 11:30:00,18.4
2016-12-25 11:31:00,18.86
2016-12-25 11:32:00,22.18
2016-12-25 11:33:00,22.85
2016-12-25 11:34:00,22.43
2016-12-25 11:35:00,23.37
2016-12-25 11:36:00,22.51
2016-12-25 11:37:00,22.27
2016-12-25 11:38:00,24.4
2016-12-25 11:39:00,21.17
2016-12-25 11:40:00,20.74
2016-12-25 11:41:00,26.06
2016-12-25 11:42:00,22.3
2016-12-25 11:43:00,22.23
2016-12-25 11:44:00,21.32
2016-12-25 11:45:00,23.36
2016-12-25 11:46:00,23.6
2016-12-25 11:47:00,20.14
2016-12-25 11:48:00,17.74
2016-12-25 11:49:00,24.98
2016-12-25 11:50:00,21.97
2016-12-25 11:51:00,19.32
2016-12-25 11:52:00,20.7
2016-12-25 11:53:00,21.04
2016-12-25 11:54:00,21.69
2016-12-25 11:55:00,24.12
2016-12-25 11:56:00,25.51
2016-12-25 11:57:00,25.44
2016-12-25 11:58:00,28.18
2016-12-25 11:59:00,19.34
2016-12-25 12:00:00,27.64
2016-12-25 12:01:00,26.0
2016-12-25 12:02:00,24.39
2016-12-25 12:03:00,29.41
2016-12-25 12:04:00,25.34
2016-12-25 12:05:00,27.69
2016-12-25 12:06:00,28.7
2016-12-25 12:07:00,27.05
2016-12-25 12:08:00,23.42
2016-12-25 12:09:00,27.43
2016-12-25 12:10:00,27.96
2016-12-25 12:11:00,23.64
2016-12-25 12:12:00,23.84
2016-12-25 12:13:00,25.23
2016-12-25 12:14:00,22.95
2016-12-25 12:15:00,25.33
2016-12-25 12:16:00,25.34
2016-12-25 12:17:00,27.26
2016-12-25 12:18:00,26.17
2016-12-25 12:19:00,25.76
2016-12-25 12:20:00,28.59
2016-12-25 12:21:00,27.95
2016-12-25 12:22:00,29.79
2016-12-25 12:23:00,25.73
2016-12-25 12:24:00,27.71
2016-12-25 12:25:00,31.48
2016-12-25 12:26:00,24.63
2016-12-25 12:27:00,25.33
2016-12-25 12:28:00,29.64
2016-12-25 12:29:00,26.42
2016-12-25 12:30:00,26.05
2016-12-25 12:31:00,29.34
2016-12-25 12:32:00,28.31
2016-12-25 12:33:00,25.32
2016-12-25 12:34:00,25.65
2016-12-25 12:35:00,24.46
2016-12-25 12:36:00,26.97
2016-12-25 12:37:00,24.75
2016-12-25 12:38:00,30.7
2016-12-25 12:39:00,29.81
2016-12-25 12:40:00,25.52
2016-12-25 12:41:00,30.38
2016-12-25 12:42:00,24.34
2016-12-25 12:43:00,23.39
2016-12-25 12:44:00,28.6
2016-12-25 12:45:00,30.06
2016-12-25 12:46:00,24.46
2016-12-25 12:47:00,26.68
2016-12-25 12:48:00,30.66
2016-12-25 12:49:00,25.82
2016-12-25 12:50:00,24.05
2016-12-25 12:51:00,23.46
2016-12-25 12:52:00,25.22
2016-12-25 12:53:00,28.56
2016-12-25 12:54:00,25.75
2016-12-25 12:55:00,27.52
2016-12-25 12:56:00,27.46
2016-12-25 12:57:00,28.46
2016-12-25 12:58:00,31.04
2016-12-25 12:59:00,25.89
2016-12-25 13:00:00,32.37
2016-12-25 13:01:00,31.04
2016-12-25 13:02:00,32.36
2016-12-25 13:03:00,29.57
2016-12-25 13:04:00,27.18
2016-12-25 13:05:00,30.22
2016-12-25 13:06:00,31.93
2016-12-25 13:07:00,27.1
2016-12-25 13:08:00,27.89
2016-12-25 13:09:00,32.66
2016-12-25 13:10:00,26.88
2016-12-25 13:11:00,24.78
2016-12-25 13:12:00,22.59
2016-12-25 13:13:00,26.79
2016-12-25 13:14:00,32.66
2016-12-25 13:15:00,27.53
2016-12-25 13:16:00,22.94
2016-12-25 13:17:00,30.69
2016-12-25 13:18:00,33.58
2016-12-25 13:19:00,27.4
2016-12-25 13:20:00,29.25
2016-12-25 13:21:00,29.59
2016-12-25 13:22:00,27.57
2016-12-25 13:23:00,27.89
2016-12-25 13:24:00,25.18
2016-12-25 13:25:00,28.65
2016-12-25 13:26:00,30.49
2016-12-25 13:27:00,30.51
2016-12-25 13:28:00,28.61
2016-12-25 13:29:00,27.47
2016-12-25 13:30:00,27.49
2016-12-25 13:31:00,31.26
2016-12-25 13:32:00,26.48
2016-12-25 13:33:00,25.77
2016-12-25 13:34:00,32.87
2016-12-25 13:35:00,25.51
2016-12-25 13:36:00,24.93
2016-12-25 13:37:00,26.09
2016-12-25 13:38:00,23.14
2016-12-25 13:39:00,28.61
2016-12-25 13:40:00,32.52
2016-12-25 13:41:00,30.21
2016-12-25 13:42:00,29.08
2016-12-25 13:43:00,29.56
2016-12-25 13:44:00,29.64
2016-12-25 13:45:00,33.67
2016-12-25 13:46:00,31.31
2016-12-25 13:47:00,25.24
2016-12-25 13:48:00,29.97
2016-12-25 13:49:00,30.37
2016-12-25 13:50:00,30.34
2016-12-25 13:51:00,28.33
2016-12-25 13:52:00,28.24
2016-12-25 13:53:00,26.45
2016-12-25 13:54:00,28.2
2016-12-25 13:55:00,33.39
2016-12-25 13:56:00,31.78
2016-12-25 13:57:00,30.32
2016-12-25 13:58:00,31.67
2016-12-25 13:59:00,30.89
2016-12-25 14:00:00,30.51
2016-12-25 14:01:00,30.97
2016-12-25 14:02:00,33.15
2016-12-25 14:03:00,30.88
2016-12-25 14:04:00,31.47
2016-12-25 14:05:00,28.63
2016-12-25 14:06:00,24.77
2016-12-25 14:07:00,28.04
2016-12-25 14:08:00,23.01
2016-12-25 14:09:00,31.93
2016-12-25 14:10:00,32.88
2016-12-25 14:11:00,31.41
2016-12-25 14:12:00,29.7
2016-12-25 14:13:00,30.13
2016-12-25 14:14:00,33.61
2016-12-25 14:15:00,24.24
2016-12-25 14:16:00,27.15
2016-12-25 14:17:00,21.73
2016-12-25 14:18:00,20.08
2016-12-25 14:19:00,27.15
2016-12-25 14:20:00,28.24
2016-12-25 14:21:00,31.1
2016-12-25 14:22:00,28.54
2016-12-25 14:23:00,28.66
2016-12-25 14:24:00,22.33
2016-12-25 14:25:00,23.2
2016-12-25 14:26:00,29.61
2016-12-25 14:27:00,28.87
2016-12-25 14:28:00,26.92
2016-12-25 14:29:00,30.86
2016-12-25 14:30:00,26.75
2016-12-25 14:31:00,27.81
2016-12-25 14:32:00,28.16
2016-12-25 14:33:00,29.26
2016-12-25 14:34:00,21.78
2016-12-25 14:35:00,23.66
2016-12-25 14:36:00,26.76
2016-12-25 14:37:00,32.52
2016-12-25 14:38:00,27.82
2016-12-25 14:39:00,24.22
2016-12-25 14:40:00,22.03
2016-12-25 14:41:00,27.37
2016-12-25 14:42:00,26.51
2016-12-25 14:43:00,23.72
2016-12-25 14:44:00,21.93
2016-12-25 14:45:00,25.64
2016-12-25 14:46:00,24.49
2016-12-25 14:47:00,30.6
2016-12-25 14:48:00,24.65
2016-12-25 14:49:00,29.46
2016-12-25 14:50:00,31.49
2016-12-25 14:51:00,30.81
2016-12-25 14:52:00,23.73
2016-12-25 14:53:00,26.23
2016-12-25 14:54:00,28.77
2016-12-25 14:55:00,29.28
2016-12-25 14:56:00,31.91
2016-12-25 14:57:00,29.11
2016-12-25 14:58:00,26.13
2016-12-25 14:59:00,26.59
2016-12-25 15:00:00,27.31
2016-12-25 15:01:00,33.12
2016-12-25 15:02:00,30.36
2016-12-25 15:03:00,33.31
2016-12-25 15:04:00,25.85
2016-12-25 15:05:00,26.19
2016-12-25 15:06:00,28.83
2016-12-25 15:07:00,24.2
2016-12-25 15:08:00,25.69
2016-12-25 15:09:00,30.68
2016-12-25 15:10:00,26.76
2016-12-25 15:11:00,29.46
2016-12-25 15:12:00,31.79
2016-12-25 15:13:00,27.07
2016-12-25 15:14:00,26.26
2016-12-25 15:15:00,28.56
2016-12-25 15:16:00,26.36
2016-12-25 15:17:00,28.05
2016-12-25 15:18:00,33.66
2016-12-25 15:19:00,29.98
2016-12-25 15:20:00,27.88
2016-12-25 15:21:00,27.4
2016-12-25 15:22:00,26.59
2016-12-25 15:23:00,24.42
2016-12-25 15:24:00,20.67
2016-12-25 15:25:00,25.46
2016-12-25 15:26:00,26.57
2016-12-25 15:27:00,28.14
2016-12-25 15:28:00,22.82
2016-12-25 15:29:00,26.06
2016-12-25 15:30:00,27.07
2016-12-25 15:31:00,32.29
2016-12-25 15:32:00,31.76
2016-12-25 15:33:00,33.99
2016-12-25 15:34:00,29.98
2016-12-25 15:35:00,30.33
2016-12-25 15:36:00,29.13
2016-12-25 15:37:00,28.5
2016-12-25 15:38:00,22.29
2016-12-25 15:39:00,27.15
2016-12-25 15:40:00,29.29
2016-12-25 15:41:00,27.4
2016-12-25 15:42:00,26.81
2016-12-25 15:43:00,27.24
2016-12-25 15:44:00,29.43
2016-12-25 15:45:00,30.01
2016-12-25 15:46:00,25.18
2016-12-25 15:47:00,32.68
2016-12-25 15:48:00,27.53
2016-12-25 15:49:00,27.55
2016-12-25 15:50:00,25.3
2016-12-25 15:51:00,31.99
2016-12-25 15:52:00,30.26
2016-12-25 15:53:00,27.34
2016-12-25 15:54:00,33.13
2016-12-25 15:55:00,29.75
2016-12-25 15:56:00,26.66
2016-12-25 15:57:00,23.69
2016-12-25 15:58:00,18.13
2016-12-25 15:59:00,22.17
2016-12-25 16:00:00,30.62
2016-12-25 16:01:00,29.21
2016-12-25 16:02:00,31.54
2016-12-25 16:03:00,31.72
2016-12-25 16:04:00,30.76
2016-12-25 16:05:00,32.26
2016-12-25 16:06:00,33.34
2016-12-25 16:07:00,31.28
2016-12-25 16:08:00,28.12
2016-12-25 16:09:00,23.14
2016-12-25 16:10:00,24.01
2016-12-25 16:11:00,30.66
2016-12-25 16:12:00,26.22
2016-12-25 16:13:00,27.5
2016-12-25 16:14:00,24.96
2016-12-25 16:15:00,22.4
2016-12-25 16:16:00,26.1
2016-12-25 16:17:00,28.69
2016-12-25 16:18:00,30.67
2016-12-25 16:19:00,29.04
2016-12-25 16:20:00,27.19
2016-12-25 16:21:00,30.81
2016-12-25 16:22:00,28.88
2016-12-25 16:23:00,27.73
2016-12-25 16:24:00,31.86
2016-12-25 16:25:00,32.42
2016-12-25 16:26:00,24.13
2016-12-25 16:27:00,22.51
2016-12-25 16:28:00,26.06
2016-12-25 16:29:00,28.91
2016-12-25 16:30:00,27.15
2016-12-25 16:31:00,24.65
2016-12-25 16:32:00,24.83
2016-12-25 16:33:00,23.32
2016-12-25 16:34:00,27.84
2016-12-25 16:35:00,25.02
2016-12-25 16:36:00,24.75
2016-12-25 16:37:00,35.87
2016-12-25 16:38:00,27.81
2016-12-25 16:39:00,29.96
2016-12-25 16:40:00,32.94
2016-12-25 16:41:00,26.18
2016-12-25 16:42:00,29.49
2016-12-25 16:43:00,32.68
2016-12-25 16:44:00,28.76
2016-12-25 16:45:00,32.65
2016-12-25 16:46:00,29.16
2016-12-25 16:47:00,25.76
2016-12-25 16:48:00,24.86
2016-12-25 16:49:00,24.4
2016-12-25 16:50:00,26.32
2016-12-25 16:51:00,26.65
2016-12-25 16:52:00,22.65
2016-12-25 16:53:00,27.55
2016-12-25 16:54:00,29.9
2016-12-25 16:55:00,28.29
2016-12-25 16:56:00,22.26
2016-12-25 16:57:00,23.21
2016-12-25 16:58:00,27.69
2016-12-25 16:59:00,26.82
