MST,Avg Wind Speed @ 50m [m/s]
2016-12-24 13:36:00,1.96
2016-12-24 13:37:00,2.13
2016-12-24 13:38:00,2.9
2016-12-24 13:39:00,3.19
2016-12-24 13:40:00,2.65
2016-12-24 13:41:00,2.53
2016-12-24 13:42:00,2.77
2016-12-24 13:43:00,2.88
2016-12-24 13:44:00,3.07
2016-12-24 13:45:00,2.42
2016-12-24 13:46:00,2.66
2016-12-24 13:47:00,2.68
2016-12-24 13:48:00,2.85
2016-12-24 13:49:00,3.08
2016-12-24 13:50:00,2.68
2016-12-24 13:51:00,2.85
2016-12-24 13:52:00,2.62
2016-12-24 13:53:00,2.98
2016-12-24 13:54:00,2.83
2016-12-24 13:55:00,2.81
2016-12-24 13:56:00,2.6
2016-12-24 13:57:00,2.7
2016-12-24 13:58:00,3.37
2016-12-24 13:59:00,3.13
2016-12-24 14:00:00,2.51
2016-12-24 14:01:00,2.19
2016-12-24 14:02:00,2.42
2016-12-24 14:03:00,2.17
2016-12-24 14:04:00,2.37
2016-12-24 14:05:00,2.24
2016-12-24 14:06:00,2.13
2016-12-24 14:07:00,2.18
2016-12-24 14:08:00,2.42
2016-12-24 14:09:00,2.14
2016-12-24 14:10:00,2.67
2016-12-24 14:11:00,2.7
2016-12-24 14:12:00,2.51
2016-12-24 14:13:00,2.89
2016-12-24 14:14:00,3.1
2016-12-24 14:15:00,2.85
2016-12-24 14:16:00,2.69
2016-12-24 14:17:00,2.32
2016-12-24 14:18:00,1.99
2016-12-24 14:19:00,2.04
2016-12-24 14:20:00,2.23
2016-12-24 14:21:00,3.11
2016-12-24 14:22:00,3.52
2016-12-24 14:23:00,3.81
2016-12-24 14:24:00,2.55
2016-12-24 14:25:00,2.06
2016-12-24 14:26:00,2.09
2016-12-24 14:27:00,2.04
2016-12-24 14:28:00,2.76
2016-12-24 14:29:00,2.42
2016-12-24 14:30:00,2.37
2016-12-24 14:31:00,2.64
2016-12-24 14:32:00,2.95
2016-12-24 14:33:00,2.26
2016-12-24 14:34:00,2.02
2016-12-24 14:35:00,1.58
2016-12-24 14:36:00,2.01
2016-12-24 14:37:00,2.13
2016-12-24 14:38:00,2.69
2016-12-24 14:39:00,2.34
2016-12-24 14:40:00,2.07
2016-12-24 14:41:00,2.17
2016-12-24 14:42:00,2.69
2016-12-24 14:43:00,2.42
2016-12-24 14:44:00,1.87
2016-12-24 14:45:00,1.47
2016-12-24 14:46:00,2.17
2016-12-24 14:47:00,2.04
2016-12-24 14:48:00,2.4
2016-12-24 14:49:00,3.12
2016-12-24 14:50:00,3.02
2016-12-24 14:51:00,1.97
2016-12-24 14:52:00,1.99
2016-12-24 14:53:00,1.59
2016-12-24 14:54:00,1.65
2016-12-24 14:55:00,1.78
2016-12-24 14:56:00,1.47
2016-12-24 14:57:00,1.89
2016-12-24 14:58:00,1.87
2016-12-24 14:59:00,2.86
2016-12-24 15:00:00,2.02
2016-12-24 15:01:00,1.72
2016-12-24 15:02:00,1.33
2016-12-24 15:03:00,0.68
2016-12-24 15:04:00,1.12
2016-12-24 15:05:00,1.26
2016-12-24 15:06:00,1.68
2016-12-24 15:07:00,1.71
2016-12-24 15:08:00,1.67
2016-12-24 15:09:00,1.37
2016-12-24 15:10:00,1.35
2016-12-24 15:11:00,1.66
2016-12-24 15:12:00,1.59
2016-12-24 15:13:00,1.68
2016-12-24 15:14:00,1.4
2016-12-24 15:15:00,1.72
2016-12-24 15:16:00,1.73
2016-12-24 15:17:00,1.34
2016-12-24 15:18:00,1.12
2016-12-24 15:19:00,0.93
2016-12-24 15:20:00,1.42
2016-12-24 15:21:00,1.43
2016-12-24 15:22:00,1.66
2016-12-24 15:23:00,1.43
2016-12-24 15:24:00,1.08
2016-12-24 15:25:00,1.33
2016-12-24 15:26:00,1.54
2016-12-24 15:27:00,1.68
2016-12-24 15:28:00,1.7
2016-12-24 15:29:00,1.72
2016-12-24 15:30:00,1.59
2016-12-24 15:31:00,1.35
2016-12-24 15:32:00,1.1
2016-12-24 15:33:00,0.8
2016-12-24 15:34:00,0.97
2016-12-24 15:35:00,0.8
2016-12-24 15:36:00,1.02
2016-12-24 15:37:00,1.13
2016-12-24 15:38:00,0.99
2016-12-24 15:39:00,1.36
2016-12-24 15:40:00,1.59
2016-12-24 15:41:00,1.71
2016-12-24 15:42:00,1.33
2016-12-24 15:43:00,1.33
2016-12-24 15:44:00,1.81
2016-12-24 15:45:00,1.82
2016-12-24 15:46:00,1.66
2016-12-24 15:47:00,1.23
2016-12-24 15:48:00,1.32
2016-12-24 15:49:00,1.23
2016-12-24 15:50:00,1.24
2016-12-24 15:51:00,1.49
2016-12-24 15:52:00,1.68
2016-12-24 15:53:00,1.84
2016-12-24 15:54:00,1.86
2016-12-24 15:55:00,1.9
2016-12-24 15:56:00,1.57
2016-12-24 15:57:00,0.97
2016-12-24 15:58:00,1.14
2016-12-24 15:59:00,0.91
2016-12-24 16:00:00,0.78
2016-12-24 16:01:00,0.97
2016-12-24 16:02:00,1.16
2016-12-24 16:03:00,1.33
2016-12-24 16:04:00,1.35
2016-12-24 16:05:00,1.17
2016-12-24 16:06:00,1.16
2016-12-24 16:07:00,1.48
2016-12-24 16:08:00,1.41
2016-12-24 16:09:00,1.59
2016-12-24 16:10:00,1.92
2016-12-24 16:11:00,1.94
2016-12-24 16:12:00,2.05
2016-12-24 16:13:00,1.98
2016-12-24 16:14:00,1.89
2016-12-24 16:15:00,2.06
2016-12-24 16:16:00,1.69
2016-12-24 16:17:00,1.83
2016-12-24 16:18:00,2.12
2016-12-24 16:19:00,2.07
2016-12-24 16:20:00,2.09
2016-12-24 16:21:00,1.83
2016-12-24 16:22:00,1.45
2016-12-24 16:23:00,2.28
2016-12-24 16:24:00,2.17
2016-12-24 16:25:00,1.63
2016-12-24 16:26:00,1.56
2016-12-24 16:27:00,1.13
2016-12-24 16:28:00,1.38
2016-12-24 16:29:00,2.17
2016-12-24 16:30:00,2.19
2016-12-24 16:31:00,1.44
2016-12-24 16:32:00,2.58
2016-12-24 16:33:00,2.3
2016-12-24 16:34:00,1.99
2016-12-24 16:35:00,1.96
2016-12-24 16:36:00,2.15
2016-12-24 16:37:00,1.91
2016-12-24 16:38:00,2.0
2016-12-24 16:39:00,2.25
2016-12-24 16:40:00,2.72
2016-12-24 16:41:00,2.02
2016-12-24 16:42:00,2.08
2016-12-24 16:43:00,2.19
2016-12-24 16:44:00,2.12
2016-12-24 16:45:00,1.84
2016-12-24 16:46:00,1.85
2016-12-24 16:47:00,1.98
2016-12-24 16:48:00,2.31
2016-12-24 16:49:00,2.41
2016-12-24 16:50:00,2.39
2016-12-24 16:51:00,2.21
2016-12-24 16:52:00,2.38
2016-12-24 16:53:00,2.36
2016-12-24 16:54:00,2.36
2016-12-24 16:55:00,2.62
2016-12-24 16:56:00,2.64
2016-12-24 16:57:00,2.32
2016-12-24 16:58:00,2.09
2016-12-24 16:59:00,2.09
2016-12-24 17:00:00,2.28
2016-12-24 17:01:00,2.29
2016-12-24 17:02:00,2.17
2016-12-24 17:03:00,2.3
2016-12-24 17:04:00,2.33
2016-12-24 17:05:00,2.3
2016-12-24 17:06:00,2.28
2016-12-24 17:07:00,2.17
2016-12-24 17:08:00,1.83
2016-12-24 17:09:00,1.81
2016-12-24 17:10:00,1.96
2016-12-24 17:11:00,2.09
2016-12-24 17:12:00,2.19
2016-12-24 17:13:00,2.24
2016-12-24 17:14:00,2.21
2016-12-24 17:15:00,2.12
2016-12-24 17:16:00,2.14
2016-12-24 17:17:00,2.19
2016-12-24 17:18:00,2.42
2016-12-24 17:19:00,2.57
2016-12-24 17:20:00,2.52
2016-12-24 17:21:00,2.45
2016-12-24 17:22:00,2.43
2016-12-24 17:23:00,2.51
2016-12-24 17:24:00,2.67
2016-12-24 17:25:00,2.78
2016-12-24 17:26:00,2.89
2016-12-24 17:27:00,2.99
2016-12-24 17:28:00,2.96
2016-12-24 17:29:00,3.07
2016-12-24 17:30:00,2.92
2016-12-24 17:31:00,2.92
2016-12-24 17:32:00,2.96
2016-12-24 17:33:00,2.85
2016-12-24 17:34:00,3.11
2016-12-24 17:35:00,3.24
2016-12-24 17:36:00,3.06
2016-12-24 17:37:00,2.69
2016-12-24 17:38:00,2.53
2016-12-24 17:39:00,2.27
2016-12-24 17:40:00,2.37
2016-12-24 17:41:00,2.24
2016-12-24 17:42:00,2.27
2016-12-24 17:43:00,2.01
2016-12-24 17:44:00,1.77
2016-12-24 17:45:00,1.66
2016-12-24 17:46:00,1.71
2016-12-24 17:47:00,2.05
2016-12-24 17:48:00,2.11
2016-12-24 17:49:00,2.14
2016-12-24 17:50:00,2.09
2016-12-24 17:51:00,1.84
2016-12-24 17:52:00,1.86
2016-12-24 17:53:00,2.04
2016-12-24 17:54:00,1.9
2016-12-24 17:55:00,1.29
2016-12-24 17:56:00,0.52
2016-12-24 17:57:00,0.36
2016-12-24 17:58:00,1.21
2016-12-24 17:59:00,2.17
2016-12-24 18:00:00,2.07
2016-12-24 18:01:00,1.56
2016-12-24 18:02:00,1.71
2016-12-24 18:03:00,1.61
2016-12-24 18:04:00,1.77
2016-12-24 18:05:00,2.08
2016-12-24 18:06:00,2.36
2016-12-24 18:07:00,2.55
2016-12-24 18:08:00,2.11
2016-12-24 18:09:00,2.13
2016-12-24 18:10:00,2.21
2016-12-24 18:11:00,2.23
2016-12-24 18:12:00,2.13
2016-12-24 18:13:00,2.07
2016-12-24 18:14:00,2.28
2016-12-24 18:15:00,2.2
2016-12-24 18:16:00,1.67
2016-12-24 18:17:00,1.34
2016-12-24 18:18:00,1.73
2016-12-24 18:19:00,2.51
2016-12-24 18:20:00,1.82
2016-12-24 18:21:00,1.64
2016-12-24 18:22:00,2.29
2016-12-24 18:23:00,1.42
2016-12-24 18:24:00,1.37
2016-12-24 18:25:00,1.27
2016-12-24 18:26:00,2.02
2016-12-24 18:27:00,2.02
2016-12-24 18:28:00,2.93
2016-12-24 18:29:00,2.68
2016-12-24 18:30:00,3.32
2016-12-24 18:31:00,2.2
2016-12-24 18:32:00,2.09
2016-12-24 18:33:00,2.04
2016-12-24 18:34:00,2.32
2016-12-24 18:35:00,2.31
2016-12-24 18:36:00,2.78
2016-12-24 18:37:00,3.13
2016-12-24 18:38:00,3.28
2016-12-24 18:39:00,4.22
2016-12-24 18:40:00,4.11
2016-12-24 18:41:00,5.59
2016-12-24 18:42:00,5.77
2016-12-24 18:43:00,4.67
2016-12-24 18:44:00,4.29
2016-12-24 18:45:00,4.87
2016-12-24 18:46:00,4.27
2016-12-24 18:47:00,4.91
2016-12-24 18:48:00,6.02
2016-12-24 18:49:00,4.36
2016-12-24 18:50:00,5.72
2016-12-24 18:51:00,7.04
2016-12-24 18:52:00,5.65
2016-12-24 18:53:00,5.61
2016-12-24 18:54:00,4.93
2016-12-24 18:55:00,5.52
2016-12-24 18:56:00,5.71
2016-12-24 18:57:00,5.34
2016-12-24 18:58:00,5.57
2016-12-24 18:59:00,5.39
2016-12-24 19:00:00,4.91
2016-12-24 19:01:00,5.08
2016-12-24 19:02:00,5.46
2016-12-24 19:03:00,5.54
2016-12-24 19:04:00,5.43
2016-12-24 19:05:00,6.6
2016-12-24 19:06:00,6.72
2016-12-24 19:07:00,6.59
2016-12-24 19:08:00,6.72
2016-12-24 19:09:00,6.37
2016-12-24 19:10:00,6.34
2016-12-24 19:11:00,6.17
2016-12-24 19:12:00,6.07
2016-12-24 19:13:00,6.4
2016-12-24 19:14:00,6.04
2016-12-24 19:15:00,6.52
2016-12-24 19:16:00,6.29
2016-12-24 19:17:00,6.2
2016-12-24 19:18:00,6.09
2016-12-24 19:19:00,6.16
2016-12-24 19:20:00,6.06
2016-12-24 19:21:00,6.03
2016-12-24 19:22:00,5.94
2016-12-24 19:23:00,5.76
2016-12-24 19:24:00,5.63
2016-12-24 19:25:00,5.7
2016-12-24 19:26:00,5.87
2016-12-24 19:27:00,5.76
2016-12-24 19:28:00,5.74
2016-12-24 19:29:00,5.75
2016-12-24 19:30:00,5.52
2016-12-24 19:31:00,5.46
2016-12-24 19:32:00,5.57
2016-12-24 19:33:00,5.69
2016-12-24 19:34:00,5.62
2016-12-24 19:35:00,5.34
2016-12-24 19:36:00,5.0
2016-12-24 19:37:00,5.09
2016-12-24 19:38:00,5.13
2016-12-24 19:39:00,5.16
2016-12-24 19:40:00,5.04
2016-12-24 19:41:00,4.86
2016-12-24 19:42:00,5.03
2016-12-24 19:43:00,5.08
2016-12-24 19:44:00,5.02
2016-12-24 19:45:00,4.79
2016-12-24 19:46:00,4.82
2016-12-24 19:47:00,4.89
2016-12-24 19:48:00,4.82
2016-12-24 19:49:00,4.84
2016-12-24 19:50:00,4.7
2016-12-24 19:51:00,4.65
2016-12-24 19:52:00,4.56
2016-12-24 19:53:00,4.47
2016-12-24 19:54:00,4.5
2016-12-24 19:55:00,4.52
2016-12-24 19:56:00,4.52
2016-12-24 19:57:00,4.39
2016-12-24 19:58:00,4.38
2016-12-24 19:59:00,4.39
2016-12-24 20:00:00,4.56
2016-12-24 20:01:00,4.4
2016-12-24 20:02:00,4.28
2016-12-24 20:03:00,4.48
2016-12-24 20:04:00,4.38
2016-12-24 20:05:00,4.43
2016-12-24 20:06:00,4.53
2016-12-24 20:07:00,4.51
2016-12-24 20:08:00,4.37
2016-12-24 20:09:00,4.64
2016-12-24 20:10:00,4.78
2016-12-24 20:11:00,4.8
2016-12-24 20:12:00,5.13
2016-12-24 20:13:00,5.11
2016-12-24 20:14:00,5.17
2016-12-24 20:15:00,5.3
2016-12-24 20:16:00,5.39
2016-12-24 20:17:00,5.43
2016-12-24 20:18:00,5.36
2016-12-24 20:19:00,5.29
2016-12-24 20:20:00,5.46
2016-12-24 20:21:00,5.42
2016-12-24 20:22:00,5.28
2016-12-24 20:23:00,5.43
2016-12-24 20:24:00,5.35
2016-12-24 20:25:00,5.33
2016-12-24 20:26:00,5.44
2016-12-24 20:27:00,5.31
2016-12-24 20:28:00,4.41
2016-12-24 20:29:00,4.95
2016-12-24 20:30:00,5.5
2016-12-24 20:31:00,5.1
2016-12-24 20:32:00,4.74
2016-12-24 20:33:00,4.82
2016-12-24 20:34:00,4.98
2016-12-24 20:35:00,5.28
2016-12-24 20:36:00,5.56
2016-12-24 20:37:00,5.59
2016-12-24 20:38:00,5.52
2016-12-24 20:39:00,5.41
2016-12-24 20:40:00,5.36
2016-12-24 20:41:00,5.31
2016-12-24 20:42:00,5.43
2016-12-24 20:43:00,5.43
2016-12-24 20:44:00,5.19
2016-12-24 20:45:00,5.29
2016-12-24 20:46:00,5.46
2016-12-24 20:47:00,5.41
2016-12-24 20:48:00,5.41
2016-12-24 20:49:00,5.53
2016-12-24 20:50:00,5.52
2016-12-24 20:51:00,5.37
2016-12-24 20:52:00,5.33
2016-12-24 20:53:00,5.43
2016-12-24 20:54:00,5.51
2016-12-24 20:55:00,5.71
2016-12-24 20:56:00,6.01
2016-12-24 20:57:00,5.91
2016-12-24 20:58:00,5.67
2016-12-24 20:59:00,5.16
2016-12-24 21:00:00,5.14
2016-12-24 21:01:00,4.73
2016-12-24 21:02:00,4.52
2016-12-24 21:03:00,4.67
2016-12-24 21:04:00,4.68
2016-12-24 21:05:00,4.67
2016-12-24 21:06:00,4.6
2016-12-24 21:07:00,4.53
2016-12-24 21:08:00,4.43
2016-12-24 21:09:00,4.4
2016-12-24 21:10:00,4.34
2016-12-24 21:11:00,4.38
2016-12-24 21:12:00,4.41
2016-12-24 21:13:00,4.26
2016-12-24 21:14:00,4.36
2016-12-24 21:15:00,4.33
2016-12-24 21:16:00,4.27
2016-12-24 21:17:00,4.41
2016-12-24 21:18:00,4.58
2016-12-24 21:19:00,4.78
2016-12-24 21:20:00,5.04
2016-12-24 21:21:00,5.13
2016-12-24 21:22:00,5.18
2016-12-24 21:23:00,4.91
2016-12-24 21:24:00,4.73
2016-12-24 21:25:00,5.01
2016-12-24 21:26:00,5.18
2016-12-24 21:27:00,5.22
2016-12-24 21:28:00,4.91
2016-12-24 21:29:00,4.54
2016-12-24 21:30:00,4.31
2016-12-24 21:31:00,4.31
2016-12-24 21:32:00,4.04
2016-12-24 21:33:00,3.0
2016-12-24 21:34:00,1.92
2016-12-24 21:35:00,1.97
2016-12-24 21:36:00,1.8
2016-12-24 21:37:00,1.62
2016-12-24 21:38:00,1.84
2016-12-24 21:39:00,1.29
2016-12-24 21:40:00,1.05
2016-12-24 21:41:00,0.79
2016-12-24 21:42:00,1.55
2016-12-24 21:43:00,1.9
2016-12-24 21:44:00,1.23
2016-12-24 21:45:00,0.94
2016-12-24 21:46:00,1.5
2016-12-24 21:47:00,1.65
2016-12-24 21:48:00,1.85
2016-12-24 21:49:00,1.99
2016-12-24 21:50:00,1.97
2016-12-24 21:51:00,1.55
2016-12-24 21:52:00,1.5
2016-12-24 21:53:00,1.59
2016-12-24 21:54:00,1.77
2016-12-24 21:55:00,1.6
2016-12-24 21:56:00,1.63
2016-12-24 21:57:00,2.06
2016-12-24 21:58:00,2.6
2016-12-24 21:59:00,2.66
2016-12-24 22:00:00,2.53
2016-12-24 22:01:00,2.46
2016-12-24 22:02:00,2.32
2016-12-24 22:03:00,2.25
2016-12-24 22:04:00,2.1
2016-12-24 22:05:00,2.34
2016-12-24 22:06:00,2.38
2016-12-24 22:07:00,1.89
2016-12-24 22:08:00,1.61
2016-12-24 22:09:00,2.03
2016-12-24 22:10:00,2.64
2016-12-24 22:11:00,2.19
2016-12-24 22:12:00,2.3
2016-12-24 22:13:00,1.9
2016-12-24 22:14:00,1.76
2016-12-24 22:15:00,1.94
2016-12-24 22:16:00,2.03
2016-12-24 22:17:00,2.24
2016-12-24 22:18:00,1.97
2016-12-24 22:19:00,1.78
2016-12-24 22:20:00,1.18
2016-12-24 22:21:00,0.67
2016-12-24 22:22:00,0.37
2016-12-24 22:23:00,0.61
2016-12-24 22:24:00,0.56
2016-12-24 22:25:00,0.91
2016-12-24 22:26:00,1.37
2016-12-24 22:27:00,2.0
2016-12-24 22:28:00,1.61
2016-12-24 22:29:00,1.76
2016-12-24 22:30:00,1.98
2016-12-24 22:31:00,2.6
2016-12-24 22:32:00,2.67
2016-12-24 22:33:00,2.65
2016-12-24 22:34:00,2.91
2016-12-24 22:35:00,2.73
2016-12-24 22:36:00,2.67
2016-12-24 22:37:00,2.13
2016-12-24 22:38:00,1.62
2016-12-24 22:39:00,2.53
2016-12-24 22:40:00,3.74
2016-12-24 22:41:00,3.1
2016-12-24 22:42:00,2.1
2016-12-24 22:43:00,2.22
2016-12-24 22:44:00,1.75
2016-12-24 22:45:00,1.46
2016-12-24 22:46:00,1.64
2016-12-24 22:47:00,1.74
2016-12-24 22:48:00,1.89
2016-12-24 22:49:00,1.52
2016-12-24 22:50:00,1.32
2016-12-24 22:51:00,0.84
2016-12-24 22:52:00,0.7
2016-12-24 22:53:00,0.94
2016-12-24 22:54:00,1.18
2016-12-24 22:55:00,1.33
2016-12-24 22:56:00,1.36
2016-12-24 22:57:00,1.33
2016-12-24 22:58:00,1.41
2016-12-24 22:59:00,1.45
2016-12-24 23:00:00,1.46
2016-12-24 23:01:00,1.63
2016-12-24 23:02:00,1.65
2016-12-24 23:03:00,1.6
2016-12-24 23:04:00,1.23
2016-12-24 23:05:00,1.44
2016-12-24 23:06:00,1.7
2016-12-24 23:07:00,1.72
2016-12-24 23:08:00,1.97
2016-12-24 23:09:00,2.01
2016-12-24 23:10:00,1.87
2016-12-24 23:11:00,2.12
2016-12-24 23:12:00,2.21
2016-12-24 23:13:00,2.01
2016-12-24 23:14:00,2.17
2016-12-24 23:15:00,2.19
2016-12-24 23:16:00,2.06
2016-12-24 23:17:00,1.99
2016-12-24 23:18:00,2.59
2016-12-24 23:19:00,2.7
2016-12-24 23:20:00,2.61
2016-12-24 23:21:00,2.78
2016-12-24 23:22:00,2.79
2016-12-24 23:23:00,2.55
2016-12-24 23:24:00,2.67
2016-12-24 23:25:00,2.62
2016-12-24 23:26:00,2.82
2016-12-24 23:27:00,2.9
2016-12-24 23:28:00,3.02
2016-12-24 23:29:00,2.89
2016-12-24 23:30:00,2.9
2016-12-24 23:31:00,2.8
2016-12-24 23:32:00,2.78
2016-12-24 23:33:00,2.98
2016-12-24 23:34:00,2.95
2016-12-24 23:35:00,2.83
2016-12-24 23:36:00,2.43
2016-12-24 23:37:00,2.27
2016-12-24 23:38:00,2.21
2016-12-24 23:39:00,2.3
2016-12-24 23:40:00,2.41
2016-12-24 23:41:00,2.63
2016-12-24 23:42:00,2.84
2016-12-24 23:43:00,2.81
2016-12-24 23:44:00,2.81
2016-12-24 23:45:00,2.73
2016-12-24 23:46:00,2.75
2016-12-24 23:47:00,2.73
2016-12-24 23:48:00,2.75
2016-12-24 23:49:00,2.64
2016-12-24 23:50:00,2.34
2016-12-24 23:51:00,2.29
2016-12-24 23:52:00,2.21
2016-12-24 23:53:00,2.13
2016-12-24 23:54:00,2.13
2016-12-24 23:55:00,2.19
2016-12-24 23:56:00,1.93
2016-12-24 23:57:00,2.01
2016-12-24 23:58:00,2.01
2016-12-24 23:59:00,2.07
2016-12-25 00:00:00,2.1
2016-12-25 00:01:00,2.35
2016-12-25 00:02:00,2.45
2016-12-25 00:03:00,2.24
2016-12-25 00:04:00,2.34
2016-12-25 00:05:00,2.57
2016-12-25 00:06:00,2.62
2016-12-25 00:07:00,2.67
2016-12-25 00:08:00,2.9
2016-12-25 00:09:00,2.83
2016-12-25 00:10:00,3.04
2016-12-25 00:11:00,3.2
2016-12-25 00:12:00,3.13
2016-12-25 00:13:00,3.33
2016-12-25 00:14:00,3.21
2016-12-25 00:15:00,3.56
2016-12-25 00:16:00,3.61
2016-12-25 00:17:00,3.71
2016-12-25 00:18:00,3.82
2016-12-25 00:19:00,3.92
2016-12-25 00:20:00,3.78
2016-12-25 00:21:00,3.75
2016-12-25 00:22:00,3.7
2016-12-25 00:23:00,3.61
2016-12-25 00:24:00,3.58
2016-12-25 00:25:00,3.4
2016-12-25 00:26:00,3.21
2016-12-25 00:27:00,2.83
2016-12-25 00:28:00,2.61
2016-12-25 00:29:00,2.37
2016-12-25 00:30:00,2.43
2016-12-25 00:31:00,2.37
2016-12-25 00:32:00,2.28
2016-12-25 00:33:00,2.16
2016-12-25 00:34:00,1.92
2016-12-25 00:35:00,1.86
2016-12-25 00:36:00,1.94
2016-12-25 00:37:00,2.02
2016-12-25 00:38:00,2.07
2016-12-25 00:39:00,2.16
2016-12-25 00:40:00,2.09
2016-12-25 00:41:00,1.86
2016-12-25 00:42:00,1.75
2016-12-25 00:43:00,1.52
2016-12-25 00:44:00,1.53
2016-12-25 00:45:00,1.55
2016-12-25 00:46:00,1.74
2016-12-25 00:47:00,1.91
2016-12-25 00:48:00,1.92
2016-12-25 00:49:00,2.09
2016-12-25 00:50:00,2.26
2016-12-25 00:51:00,2.16
2016-12-25 00:52:00,2.3
2016-12-25 00:53:00,2.52
2016-12-25 00:54:00,2.78
2016-12-25 00:55:00,3.14
2016-12-25 00:56:00,3.45
2016-12-25 00:57:00,3.58
2016-12-25 00:58:00,3.65
2016-12-25 00:59:00,3.61
2016-12-25 01:00:00,3.69
2016-12-25 01:01:00,3.33
2016-12-25 01:02:00,3.05
2016-12-25 01:03:00,2.77
2016-12-25 01:04:00,2.81
2016-12-25 01:05:00,2.84
2016-12-25 01:06:00,2.83
2016-12-25 01:07:00,2.7
2016-12-25 01:08:00,2.32
2016-12-25 01:09:00,2.29
2016-12-25 01:10:00,2.31
2016-12-25 01:11:00,2.23
2016-12-25 01:12:00,2.09
2016-12-25 01:13:00,2.05
2016-12-25 01:14:00,1.95
2016-12-25 01:15:00,1.72
2016-12-25 01:16:00,1.54
2016-12-25 01:17:00,1.4
2016-12-25 01:18:00,1.55
2016-12-25 01:19:00,1.49
2016-12-25 01:20:00,1.26
2016-12-25 01:21:00,1.31
2016-12-25 01:22:00,1.45
2016-12-25 01:23:00,1.75
2016-12-25 01:24:00,1.6
2016-12-25 01:25:00,1.39
2016-12-25 01:26:00,1.26
2016-12-25 01:27:00,1.09
2016-12-25 01:28:00,0.93
2016-12-25 01:29:00,0.51
2016-12-25 01:30:00,0.34
2016-12-25 01:31:00,0.34
2016-12-25 01:32:00,0.34
2016-12-25 01:33:00,0.34
2016-12-25 01:34:00,0.66
2016-12-25 01:35:00,1.09
2016-12-25 01:36:00,1.62
2016-12-25 01:37:00,2.18
2016-12-25 01:38:00,1.95
2016-12-25 01:39:00,1.77
2016-12-25 01:40:00,1.62
2016-12-25 01:41:00,1.37
2016-12-25 01:42:00,1.39
2016-12-25 01:43:00,1.38
2016-12-25 01:44:00,1.27
2016-12-25 01:45:00,1.28
2016-12-25 01:46:00,1.28
2016-12-25 01:47:00,1.25
2016-12-25 01:48:00,1.11
2016-12-25 01:49:00,1.1
2016-12-25 01:50:00,1.1
2016-12-25 01:51:00,1.26
2016-12-25 01:52:00,1.3
2016-12-25 01:53:00,1.3
2016-12-25 01:54:00,1.22
2016-12-25 01:55:00,1.04
2016-12-25 01:56:00,0.99
2016-12-25 01:57:00,1.01
2016-12-25 01:58:00,0.93
2016-12-25 01:59:00,0.98
2016-12-25 02:00:00,1.24
2016-12-25 02:01:00,1.58
2016-12-25 02:02:00,1.76
2016-12-25 02:03:00,1.88
2016-12-25 02:04:00,2.17
2016-12-25 02:05:00,2.47
2016-12-25 02:06:00,2.52
2016-12-25 02:07:00,2.33
2016-12-25 02:08:00,2.09
2016-12-25 02:09:00,2.05
2016-12-25 02:10:00,2.02
2016-12-25 02:11:00,2.11
2016-12-25 02:12:00,2.11
2016-12-25 02:13:00,1.9
2016-12-25 02:14:00,1.85
2016-12-25 02:15:00,1.88
2016-12-25 02:16:00,2.01
2016-12-25 02:17:00,2.34
2016-12-25 02:18:00,2.45
2016-12-25 02:19:00,2.42
2016-12-25 02:20:00,2.26
2016-12-25 02:21:00,2.23
2016-12-25 02:22:00,2.44
2016-12-25 02:23:00,2.38
2016-12-25 02:24:00,2.34
2016-12-25 02:25:00,2.37
2016-12-25 02:26:00,2.48
2016-12-25 02:27:00,2.38
2016-12-25 02:28:00,2.38
2016-12-25 02:29:00,2.33
2016-12-25 02:30:00,2.34
2016-12-25 02:31:00,2.32
2016-12-25 02:32:00,2.19
2016-12-25 02:33:00,2.09
2016-12-25 02:34:00,1.92
2016-12-25 02:35:00,1.82
2016-12-25 02:36:00,1.99
2016-12-25 02:37:00,2.37
2016-12-25 02:38:00,2.59
2016-12-25 02:39:00,2.55
2016-12-25 02:40:00,2.77
2016-12-25 02:41:00,2.95
2016-12-25 02:42:00,2.92
2016-12-25 02:43:00,2.84
2016-12-25 02:44:00,2.96
2016-12-25 02:45:00,3.11
2016-12-25 02:46:00,3.07
2016-12-25 02:47:00,3.13
2016-12-25 02:48:00,3.21
2016-12-25 02:49:00,3.13
2016-12-25 02:50:00,3.06
2016-12-25 02:51:00,2.63
2016-12-25 02:52:00,2.77
2016-12-25 02:53:00,2.76
2016-12-25 02:54:00,2.89
2016-12-25 02:55:00,2.98
2016-12-25 02:56:00,2.98
2016-12-25 02:57:00,2.71
2016-12-25 02:58:00,2.62
2016-12-25 02:59:00,2.55
2016-12-25 03:00:00,2.51
2016-12-25 03:01:00,2.87
2016-12-25 03:02:00,2.88
2016-12-25 03:03:00,2.49
2016-12-25 03:04:00,2.09
2016-12-25 03:05:00,1.89
2016-12-25 03:06:00,1.67
2016-12-25 03:07:00,1.46
2016-12-25 03:08:00,1.59
2016-12-25 03:09:00,1.7
2016-12-25 03:10:00,1.61
2016-12-25 03:11:00,1.65
2016-12-25 03:12:00,1.62
2016-12-25 03:13:00,1.49
2016-12-25 03:14:00,1.18
2016-12-25 03:15:00,1.11
2016-12-25 03:16:00,1.27
2016-12-25 03:17:00,1.28
