Time (s),P (kW),Q (kW)
9962,152.3693284,41.90607431
9963,152.5155481,41.75578728
9964,152.5141292,41.75966829
9965,152.5231973,41.78779285
9966,148.2702051,40.47819271
9967,148.2802444,40.50069974
9968,148.2861205,40.69410476
9969,148.1450401,40.52486728
9970,148.1460133,40.51081428
9971,148.3125634,40.45759684
9972,148.7235977,40.63534881
9973,148.7326279,40.62718328
9974,148.8593463,40.61949648
9975,148.7154251,40.66856776
9976,148.6944337,40.60774535
9977,148.3140689,40.61993667
9978,148.2695358,40.61716961
9979,148.250916,40.63191425
9980,148.2860249,40.71070445
9981,148.2697147,40.7462428
9982,148.2643926,40.74124165
9983,148.2540807,40.60730367
9984,148.2346246,40.75063023
9985,148.2534219,40.72602158
9986,147.9692081,40.07728094
9987,157.3788014,53.74276069
9988,157.3456722,53.70417614
9989,158.0064033,53.70028649
9990,156.8427297,53.64581372
9991,156.8444771,53.65677414
9992,156.7008626,53.47446465
9993,157.0350022,53.80391107
9994,157.0328609,53.79035273
9995,157.9586093,53.78557166
9996,157.3501892,53.85863274
9997,157.3511053,53.81252624
9998,157.3461452,53.65040952
9999,157.781787,53.81840839
10000,157.8007083,53.82118702
10001,157.7992314,53.62470062
10002,158.218281,53.76937277
10003,158.2173668,53.74968784
10004,158.2226856,53.95616833
10005,158.4231555,53.55079561
10006,158.420621,53.58841873
10007,158.4284183,53.94655387
10008,158.4295748,53.61154973
10009,158.4271081,53.59130475
10010,158.1712239,53.59737666
10011,158.4078686,53.506976
10012,158.3866357,53.50808822
10013,158.2644865,53.41582091
10014,158.2706348,53.68955098
10015,158.2822334,53.70858611
10016,158.2594179,53.59495831
10017,158.0032757,53.61428904
10018,158.0272371,53.60214301
10019,157.8660191,53.95295269
10020,157.8386104,53.52201496
10021,157.8573909,53.49627601
10022,157.6045255,53.39295178
10023,157.3507611,53.0882454
10024,157.3574108,53.108029
10025,157.3554476,53.31541003
10026,157.3426084,53.42755718
10027,157.3181704,53.42291333
10028,157.3473607,53.40713838
10029,157.3491099,53.56594599
10030,157.3539542,53.54037656
10031,157.2145654,53.7077173
10032,157.2366608,53.38503229
10033,157.2249062,53.29976432
10034,156.969067,53.34147745
10035,157.1464143,53.57592314
10036,157.1498828,53.59950806
10037,157.3330217,53.39106522
10038,157.3533565,53.53577117
10039,157.3123704,53.60530514
10040,157.1866292,53.34710927
10041,157.3756965,53.49418174
10042,157.3742727,53.52021688
10043,157.2685059,53.47307771
10044,157.1465062,53.27259281
10045,157.1351657,53.24105205
10046,157.7390137,53.39074343
10047,157.6244114,53.5963433
10048,157.6445301,53.62268583
10049,157.0739662,52.93756805
10050,157.0734482,53.16473131
10051,157.0604346,53.19426045
10052,157.1930177,53.21375654
10053,157.4634611,53.23204137
10054,157.4987195,53.21322659
10055,157.3108669,53.20225791
10056,157.2913157,53.08716327
10057,157.3157402,53.11013031
10058,157.4597116,53.18076365
10059,157.3349666,53.10094126
10060,157.3247769,53.08752714
10061,157.4866199,53.30710658
10062,157.5469776,53.03424435
10063,157.5497593,53.04280992
10064,157.4228147,53.14973375
10065,157.1935215,53.09709389
10066,157.2063484,53.08455311
10067,157.4699029,53.38864665
10068,159.9351363,54.58296809
10069,159.9710585,54.56653346
10070,159.9492749,54.75965745
10071,159.9734638,54.57434856
10072,159.9638444,54.55752514
10073,159.7546421,54.59713917
10074,159.587659,54.45592724
10075,159.5939028,54.45234922
10076,159.8207353,54.64097489
10077,160.4858554,54.74944154
10078,160.4994457,54.77601202
10079,160.4973514,54.77010117
10080,159.8876888,54.75022958
10081,159.8824873,54.78053561
10082,159.7485879,54.4631154
10083,160.0788179,54.46816707
10084,160.0826127,54.46379067
10085,159.9488763,54.629927
10086,160.0608524,54.60103303
10087,160.0298523,54.62492896
10088,160.1553963,54.60945447
10089,159.8140964,54.65415022
10090,159.8102991,54.6214581
10091,160.859733,55.08823655
10092,160.5577935,55.36550292
10093,160.5714099,55.34261772
10094,160.7324534,55.29832114
10095,160.0294506,55.17218373
10096,160.0094394,55.14655567
10097,159.9917103,54.9853085
10098,161.496648,56.36062714
10099,161.4597955,56.34137839
10100,161.4722825,56.35455159
10101,161.7024965,56.11253236
10102,161.7248486,56.12545896
10103,162.1309453,56.52982843
10104,162.5010651,56.41122694
10105,162.5033808,56.46348786
10106,162.7396819,56.86968718
10107,162.3269538,56.5357791
10108,162.3604597,56.54213206
10109,162.4581583,56.54107482
10110,162.5946149,56.5331334
10111,162.5897977,56.52730656
10112,162.5689777,56.49704367
10113,163.3670882,56.95228708
10114,163.3392749,56.94917237
10115,163.2388046,56.64537863
10116,163.0233911,56.55962117
10117,162.975954,56.53588555
10118,162.9832731,56.63626602
10119,162.9850569,56.44075832
10120,163.0084301,56.4362971
10121,162.803877,56.5700487
10122,163.062873,56.58256605
10123,163.0934613,56.58671893
10124,162.9054301,56.59926452
10125,161.7567074,56.27851505
10126,161.7584659,56.28373308
10127,161.5513811,56.25248371
10128,160.761585,56.07273357
10129,160.7967504,56.05046022
10130,160.2811944,56.07418776
10131,157.2512551,54.39965639
10132,157.2667116,54.42378716
10133,157.4236139,54.41619824
10134,157.4253716,54.40741645
10135,157.4336853,54.40786832
10136,157.5507611,54.6683766
10137,157.0848037,54.21091375
10138,157.1032559,54.20801395
10139,157.7311142,54.66321001
10140,157.8792458,54.2716831
10141,157.8909231,54.28911424
10142,157.8947101,54.39989075
10143,157.8539937,54.19357691
10144,157.8831059,54.15886579
10145,157.8894682,54.47907184
10146,157.9279731,54.38879274
10147,157.9326963,54.3781554
10148,157.9117514,54.49404799
10149,157.9273208,54.36545289
10150,157.9087402,54.40371432
10151,158.4242824,54.60187292
10152,158.3772441,54.34716237
10153,158.371797,54.35067899
10154,158.385606,54.60962007
10155,158.1005705,54.52592306
10156,158.1186913,54.49559219
10157,158.2937833,54.94467357
10158,159.2208065,54.83950075
10159,159.2293734,54.89372071
10160,159.206421,54.86595111
10161,160.6224072,55.0174106
10162,160.6286512,55.01202686
10163,160.8628332,55.01362453
10164,161.5071912,55.27725843
10165,161.4981297,55.26585165
10166,161.1603992,54.96530898
10167,161.1477128,55.06454261
10168,161.1377095,55.03572567
10169,161.1383899,55.04478356
10170,161.1562475,55.18138471
10171,161.1443339,55.21435522
10172,161.5021422,55.31851639
10173,161.26479,55.22367127
10174,161.2452159,55.24585307
10175,161.3674075,55.24447904
10176,160.6851826,55.23488309
10177,160.6803466,55.26661428
10178,160.6529163,55.25543194
10179,160.9899255,55.2299837
10180,161.0317573,55.2483324
10181,161.1461873,55.48832929
10182,161.1506233,55.25472366
10183,161.1528641,55.26726734
10184,161.1332754,55.3934655
10185,160.8398363,55.35394946
10186,160.8253514,55.39432305
10187,160.7987214,55.51685254
10188,160.8323437,55.37384741
10189,160.8294864,55.37238701
10190,160.8388998,55.25316475
10191,161.5257138,55.52151957
10192,161.5409604,55.49594659
10193,160.9113369,55.49861908
10194,160.7479281,55.40813119
10195,160.7641307,55.36343775
10196,161.0183947,55.54676876
10197,161.0387607,55.53982344
10198,161.0061883,55.5229747
10199,161.0186396,55.37995574
10200,161.3240236,55.3476002
10201,161.3333445,55.39973723
10202,161.3810318,55.10667811
10203,161.1101619,55.24523508
10204,161.1372276,55.23021074
10205,160.9654674,55.36428197
10206,160.9614284,55.19405754
10207,160.9739701,55.21094269
10208,161.1809945,55.30840514
10209,161.0082599,55.45848636
10210,161.0049919,55.43880832
10211,160.9757351,55.60954668
10212,161.1315966,55.48439739
10213,161.1070266,55.4795227
10214,161.0732803,55.49218088
10215,160.9242695,55.48889807
10216,160.9530171,55.49875645
10217,161.0388081,55.4999676
10218,161.3237697,55.46826012
10219,161.3060903,55.47127305
10220,161.7965568,55.87916789
10221,161.5070875,55.56243286
10222,161.4977497,55.57982274
10223,161.0905419,55.57684082
10224,161.1947353,55.42975332
10225,161.1675953,55.40842366
10226,161.0753053,55.42039368
10227,161.0680776,55.27866787
10228,161.0725688,55.27640818
10229,161.0834546,55.5695032
10230,161.0824433,55.33371613
10231,161.0822247,55.36910241
10232,160.9693384,55.33275529
10233,158.0126199,54.11101473
10234,158.0138585,54.11771705
10235,158.007498,53.93476358
10236,158.0065866,54.20187945
10237,158.0127421,54.20381031
10238,158.0569433,54.02756805
10239,157.8754004,54.19448814
10240,157.8603725,54.19271909
10241,158.3213635,54.16607703
10242,155.9162829,51.92364516
10243,155.9208702,51.90740298
10244,155.7712741,52.0721355
10245,155.8306942,52.08207351
10246,155.8208048,52.10023434
10247,155.811558,52.15650154
10248,155.878315,51.93631422
10249,155.8769021,51.94630097
10250,155.886983,52.08553047
10251,155.7099261,51.83668448
10252,155.7110558,51.83454919
10253,155.9514473,51.81825697
10254,155.7401881,51.87803761
10255,155.7419167,51.89931101
10256,155.7510528,51.87875003
10257,155.7391329,51.74268704
10258,155.7472372,51.71907652
10259,152.1426943,51.73988065
10260,152.1140919,51.9110724
10261,152.0998408,51.93136432
10262,154.5224351,52.92440552
10263,154.9513418,53.04570542
10264,154.9166694,53.0389778
10265,154.8970116,53.04803831
10266,153.7812499,53.04876034
10267,153.7729411,53.01022729
10268,153.9489208,53.22924726
10269,153.9444908,53.25094774
10270,153.9659104,53.19973531
10271,154.242572,53.40532402
10272,154.2332648,53.38005181
10273,154.2367265,53.40359454
10274,154.2244399,53.36543765
10275,154.3413117,53.21954696
10276,154.3557539,53.20978237
10277,154.2218912,53.20950154
10278,154.9166542,53.69027309
10279,154.8824597,53.71746182
10280,154.7503363,53.55547343
10281,154.134967,53.38403694
10282,154.1422724,53.33237049
10283,154.6123961,53.18579256
10284,154.1735167,53.38220231
10285,154.1545424,53.37446796
10286,154.1747336,53.37950676
10287,154.817209,53.4690507
10288,154.8040345,53.47073871
10289,154.7990627,53.14039846
10290,154.8129149,53.4132093
10291,154.8041711,53.36551737
10292,154.229415,53.11286971
10293,154.2850902,53.09366437
10294,154.3012519,53.11225636
10295,154.1378837,53.21303066
10296,154.1362846,53.32039636
10297,154.1358007,53.3120363
10298,154.4289181,53.31444235
10299,154.1929697,53.27463481
10300,154.230921,53.31361221
10301,154.370362,53.28665633
10302,154.2644879,53.29520076
10303,154.2358884,53.25704963
10304,154.5648697,53.30042299
10305,154.2209738,53.45925394
10306,154.1937437,53.4636482
10307,154.3258096,52.9919753
10308,154.2128972,53.15640661
10309,154.1903817,53.17185171
10310,153.9991983,52.98351944
10311,154.0010411,53.06806665
10312,154.019496,53.09116726
10313,160.7125399,53.23515325
10314,160.468806,53.26514469
10315,160.457132,53.28098734
10316,160.740042,53.0935664
10317,160.7722081,53.07896008
10318,160.7677383,53.07186981
10319,160.7731914,53.19118309
10320,160.7959913,53.1594388
10321,160.7582466,53.20789054
10322,160.8085918,53.22249982
10323,160.8648402,53.19297664
10324,160.856156,53.18484316
10325,160.6111806,53.16699109
10326,160.3358499,52.77869215
10327,160.3251448,52.74178953
10328,160.3557009,52.95674403
10329,160.5479249,52.89350335
10330,160.5404698,52.89371529
10331,160.5777148,52.88118659
10332,160.9636821,53.15658499
10333,160.9740911,53.15969083
10334,160.633951,52.85075066
10335,161.2972892,53.31034854
10336,161.3160837,53.33649773
10337,161.3115447,53.16014712
10338,160.5450236,53.05044708
10339,160.539434,53.03583862
10340,160.5349016,52.87183739
10341,161.0794055,53.37770289
10342,161.0911434,53.36304752
10343,161.0829601,53.38202252
10344,161.3056674,53.47489444
10345,161.2963941,53.50343597
10346,161.2936147,53.73131881
10347,161.268284,53.61604225
10348,161.2644818,53.59645361
10349,161.4884266,53.37109909
10350,161.1875753,53.38387409
10351,161.2028695,53.38545777
10352,161.180962,53.25938428
10353,160.8318071,53.25686142
10354,160.8597854,53.25466579
10355,160.8847002,53.3848229
10356,161.0320838,53.17261608
10357,161.046198,53.18185968
10358,161.2031209,53.44146139
10359,161.0577971,53.48292107
10360,161.088127,53.52971952
10361,161.0666428,53.30868526
10362,161.1987953,53.35635701
10363,161.189395,53.34245936
10364,161.1931371,53.4463628
10365,161.5294287,53.48514572
10366,161.5491236,53.49944854
10367,161.2560946,53.05760752
10368,161.3441887,53.04113042
10369,161.3123991,53.01261974
10370,162.2155154,54.07234769
10371,162.2165953,53.81168574
10372,162.5028619,53.5600611
10373,162.5076903,53.33256391
10374,159.3525058,51.86667838
10375,159.3482675,51.86602295
10376,161.1365734,53.20998804
10377,161.2631077,53.42046581
10378,161.2906986,53.37405812
10379,161.2609143,52.93259742
10380,161.1350921,52.7119318
10381,161.1388342,52.68254484
10382,161.1288642,52.93592042
10383,161.2454083,52.95305184
10384,161.2312099,52.95641256
10385,161.6327362,53.11135093
10386,161.3544916,53.08287108
10387,161.3564413,53.0857199
10388,161.5445423,53.43700208
10389,161.7801013,53.35766254
10390,161.7641957,53.38990532
10391,161.7697246,53.36341499
10392,161.7131903,53.21998623
10393,161.7237777,53.25734218
10394,162.4259487,53.28561431
10395,162.6925233,53.25315642
10396,162.681164,53.24603084
10397,162.202475,53.28252483
10398,162.4576468,53.28843597
10399,162.458964,53.2724853
10400,162.6819577,53.35295189
10401,162.7307443,53.35686462
10402,162.7494625,53.34878139
10403,162.1961324,53.59645309
10404,162.0906701,53.42835805
10405,162.1031428,53.4333935
10406,162.4745772,53.57722817
10407,161.8392409,53.50708342
10408,161.8469564,53.51200098
10409,161.8373101,53.50803975
10410,161.8328963,53.47282362
10411,161.8232641,53.45841917
10412,161.827265,53.33109777
10413,161.711156,53.41074942
10414,161.7174709,53.43216456
10415,161.6987827,53.46927538
10416,161.6953251,53.36754592
10417,161.7222307,53.39659865
10418,161.7280512,53.37093409
10419,161.7093782,53.55314844
10420,161.7338184,53.54840965
10421,161.9327706,53.26099268
10422,161.6684536,53.42384698
10423,161.6614745,53.38132564
10424,161.6891747,53.37804835
10425,161.8328018,53.40375844
10426,161.8105438,53.37677461
10427,161.8112369,53.38166457
10428,161.3392703,53.24341413
10429,161.3564559,53.270584
10430,161.6004201,53.25778978
10431,161.622514,53.23517064
10432,162.1284932,53.26059179
10433,162.1138877,53.26040872
10434,162.1253265,53.03524102
10435,162.1102839,53.03049928
10436,162.1338609,53.20626504
10437,162.1339405,53.20333669
10438,162.1615863,53.19444248
10439,162.3789363,52.94610715
10440,162.5040021,52.92339653
10441,162.4996231,52.93526691
10442,156.0722155,52.92968164
10443,156.2360834,52.93678296
10444,156.2522618,52.94530355
10445,156.5644518,53.15738922
10446,156.339636,53.07839101
10447,156.3233671,53.09510328
10448,156.4911617,52.90658285
10449,156.5066051,52.9153473
10450,156.4889239,52.94290652
10451,158.4784271,52.89086199
10452,158.1391833,53.19144403
10453,158.1343773,53.1749635
10454,158.0294658,53.06769725
10455,157.420343,53.20578577
10456,157.4202495,53.18590382
10457,157.5233946,53.23521305
10458,157.5687486,52.91314876
10459,157.5592775,52.90338489
10460,155.4845475,50.79542838
10461,153.961741,49.57876851
10462,153.9789664,49.60458283
10463,154.1514474,49.58244889
10464,153.9885506,49.59546867
10465,153.974736,49.58154477
10466,154.0058671,49.37496956
10467,144.2835822,36.34623748
10468,144.3074939,36.29364376
10469,144.286826,36.2071126
10470,144.498399,36.26335492
10471,144.4950648,36.27910133
10472,144.1285803,36.30062217
10473,144.1668848,36.2740856
10474,144.1168166,36.28857487
10475,144.0406281,36.25614573
10476,144.3602129,36.31419302
10477,144.3690579,36.29938203
10478,144.3472121,36.1502254
10479,144.365054,36.00893829
10480,144.3648771,36.05879124
10481,145.0507252,35.94062444
10482,145.8400953,35.50653514
10483,145.8102506,35.52485808
10484,145.8166451,35.65511399
10485,145.8182029,35.4164813
10486,145.8233157,35.4021897
10487,145.814643,35.40776356
10488,146.2011423,35.63042322
10489,146.1973223,35.58600943
10490,146.4138648,35.86911164
10491,146.5677662,35.83075918
10492,146.557075,35.78073615
10493,146.2863051,36.07536944
10494,146.1818158,35.8031015
10495,146.1671113,35.83038033
10496,146.1946325,35.84212573
10497,146.0666143,36.03062715
10498,146.0760491,36.01023453
10499,146.1941237,35.69745658
10500,146.195087,35.70671275
10501,146.1768314,35.72127185
10502,146.2520617,35.68543874
10503,146.1476827,35.7013863
10504,146.14643,35.68588725
10505,145.785404,35.71995528
10506,146.5101186,35.67925145
10507,146.4726596,35.72417537
10508,147.3426402,35.70747975
10509,146.9144849,35.96892527
10510,146.9045534,35.97183115
10511,149.0550151,37.39772033
10512,148.3211063,36.9278224
10513,148.3238823,36.92230534
10514,148.6710831,37.17112749
10515,148.4645714,37.03849394
10516,148.4500899,37.02936736
10517,149.2312013,37.22685596
10518,148.9700502,37.07416555
10519,148.9827054,37.07562047
10520,147.8343575,37.19605587
10521,147.6687093,37.23026971
10522,147.6545348,37.21720677
10523,147.6801886,37.18208675
10524,147.4971742,37.20520677
10525,147.5548861,37.20694717
10526,147.2067109,36.8760233
10527,147.2419641,37.10882846
10528,147.2278931,37.11776148
10529,147.3917352,37.11314911
10530,147.3798837,37.10713298
10531,147.3755717,37.09313428
10532,147.2357896,37.1186839
10533,147.2218923,37.09616365
10534,147.2179137,37.05907284
10535,147.2390679,37.28646664
10536,147.0665457,37.26816954
10537,147.0530154,37.26927906
10538,147.2121211,37.26177233
10539,147.6920975,37.42784367
10540,147.6987442,37.40329712
10541,147.4573257,37.49145228
10542,147.4953646,37.49135026
10543,147.4617204,37.50231447
10544,147.8170449,37.64282446
10545,147.803785,37.4341315
10546,147.8092701,37.33765062
10547,147.7174865,38.15970306
10548,147.4759641,37.17471073
10549,147.460964,37.09204897
10550,147.5238068,37.60743806
10551,147.5310821,37.33530963
10552,147.5009668,37.28367622
10553,147.6018105,37.98075015
10554,147.5306811,37.58911315
10555,147.5246224,37.58593307
10556,147.2581713,37.1842436
10557,147.248125,37.48535982
10558,147.2577415,37.52179684
10559,147.44985,37.46743471
10560,147.4762418,37.46132749
10561,147.7748988,37.2153881
10562,147.7981644,37.26701808
10563,147.8029047,37.31954551
10564,148.0360928,37.30387371
10565,148.2099358,37.50074421
10566,148.2233924,37.54166294
10567,148.7716328,37.29234297
10568,148.8879621,37.53537319
10569,148.9085623,37.50582091
10570,148.9146221,37.76110978
10571,148.2753035,37.40434484
10572,148.283049,37.3856226
10573,148.3979119,37.34328585
10574,148.185067,37.18020633
10575,148.1883289,37.1986711
10576,145.6058164,35.81407931
10577,145.4824614,35.79256682
10578,145.4515873,35.78474797
10579,145.8695729,36.08559689
10580,146.0155425,35.45291786
10581,146.000677,35.46807893
10582,145.7218283,35.62636203
10583,145.7312499,35.77546091
10584,145.7583302,35.73846791
10585,145.6453739,35.55836077
10586,145.6325467,35.70229927
10587,145.604268,35.65716356
10588,145.8212095,35.81060088
10589,146.1376298,35.68234799
10590,146.1515748,35.71421027
10591,146.1333007,35.69802196
10592,145.6139833,35.50816062
10593,145.6208861,35.50141281
10594,145.6035469,35.66373576
10595,146.2840199,35.95065125
10596,146.2719169,35.88751822
10597,146.0890015,35.74047286
10598,145.86049,35.74662411
10599,145.874829,35.71999779
10600,147.0502242,35.85378289
10601,146.1392689,35.74481078
10602,145.9566293,35.94053084
10603,145.9529812,35.86435049
10604,145.7514739,35.70175728
10605,145.9969914,35.41450202
10606,145.9982357,35.35617499
10607,145.7363353,35.63063521
10608,145.8623602,35.59065184
10609,145.8788583,35.61451801
10610,143.5011915,34.43494238
10611,143.310058,34.08542723
10612,143.3024554,34.10414175
10613,143.4783344,34.29821857
10614,143.6750046,34.30155168
10615,143.7426585,34.31028797
10616,143.5813471,34.50945362
10617,143.1837256,34.39420236
10618,143.1588704,34.39586387
10619,143.1751976,34.18976134
10620,143.2725923,34.43502345
10621,143.2535695,34.45086494
10622,143.259251,34.45569881
10623,143.4621747,34.43383219
10624,143.4319157,34.42337532
10625,143.9988208,34.47562972
10626,143.6151386,34.81744532
10627,143.6183597,34.77598261
10628,143.1157478,34.7058852
10629,143.3096693,34.68935996
10630,143.3548846,34.695067
10631,143.3014558,34.74730415
10632,143.3263819,34.95000696
10633,143.316638,34.95004401
10634,143.1717487,34.75908704
10635,142.903108,34.3641196
10636,142.8549921,34.39640208
10637,142.6497546,34.7276373
10638,142.3606407,34.56895449
10639,142.3389206,34.59037697
10640,142.6382125,34.75911888
10641,143.0478409,34.62753196
10642,143.0489192,34.65853485
10643,142.5306078,34.42153303
10644,150.0502216,39.46283036
10645,150.0638918,39.4960774
10646,150.2848429,39.45634804
10647,151.0051795,39.88069569
10648,151.0080423,39.85262899
10649,150.9871009,39.86174706
10650,151.393841,40.01731682
10651,151.3973875,40.0640732
10652,151.4178299,40.02712526
10653,151.1380048,40.21982019
10654,151.1323717,40.26730606
10655,150.7512887,39.87728228
10656,150.1659178,39.54749191
10657,150.1818185,39.50569519
10658,149.8090877,39.28981504
10659,148.8386297,38.86597283
10660,148.8185967,38.90024165
10661,148.2421572,38.63190426
10662,147.7420934,38.2762984
10663,147.76281,38.26684861
10664,152.0310522,42.527403
10665,150.9163018,41.42243038
10666,150.8920313,41.41209885
10667,150.8981112,41.74446287
10668,150.8680804,41.38402475
10669,150.8322241,41.37029492
10670,150.8366083,41.34690206
10671,151.2710717,41.62696693
10672,151.2617179,41.58510888
10673,151.2616015,41.61497782
10674,151.3930496,41.46266889
10675,151.428327,41.44029857
10676,151.636339,41.98772058
10677,151.5295849,41.33861158
10678,151.5200571,41.37143975
10679,151.5281513,41.80238595
10680,152.1151275,41.710344
10681,152.1014512,41.73705999
10682,151.5831961,41.01439036
10683,152.187858,42.09620436
10684,152.1869789,42.10857545
10685,151.9287491,41.45024927
10686,151.3981001,41.5515986
10687,151.4403611,41.50618185
10688,151.425622,41.30749026
10689,151.3085132,41.79622019
10690,151.3197932,41.7845047
10691,151.3040502,41.79683194
10692,151.4602953,41.94418303
10693,151.4945159,42.01693919
10694,151.4996575,41.53300858
10695,151.2548115,41.55705039
10696,151.2613671,41.53714597
10697,151.2599849,41.57422448
10698,151.2436278,42.00453275
10699,151.2738695,41.14573898
10700,151.1246412,41.41088669
10701,151.1007466,41.32350553
10702,151.1317131,41.51843818
10703,151.1263561,41.52500517
10704,151.1180421,41.52733259
10705,150.8620368,41.15618495
10706,150.5757319,41.33567878
10707,150.6146524,41.33466583
10708,153.1415612,42.8049027
10709,153.2340597,42.38432316
10710,153.2462189,42.39964296
10711,153.245687,42.99039829
10712,153.1409896,42.67826685
10713,153.1370632,42.70859476
10714,153.0120685,42.68660547
10715,153.3738458,42.82986535
10716,153.4052516,42.82372963
10717,153.2500229,42.83234571
10718,153.1480714,42.79955127
10719,153.1583052,42.85636306
10720,153.2593016,42.38079512
10721,153.124928,42.41227159
10722,153.0213234,42.23327209
10723,153.0095818,42.13552998
10724,153.0166046,42.62277822
10725,153.0106456,42.47025969
10726,153.0279904,42.52147441
10727,153.4473067,42.49119534
10728,153.6221983,42.52055441
10729,153.6480336,42.51666914
10730,153.6329713,42.64547172
10731,153.6217517,42.92596513
10732,153.6399919,42.79980384
10733,153.2143723,42.41996456
10734,153.4528591,42.58183686
10735,153.4519244,42.5859577
10736,153.4339529,42.82789323
10737,153.220312,42.56427857
10738,153.2277787,42.57362033
10739,153.5135195,42.70047643
10740,154.3113614,42.66671563
10741,154.0004992,42.82140633
10742,154.0076878,42.59679413
10743,154.2983756,42.9419651
10744,153.9237421,43.0768198
10745,153.9366566,43.12146972
10746,153.9060369,43.31993309
10747,153.7866371,42.93220212
10748,153.8172194,43.22524738
10749,153.7912048,43.09269437
10750,153.7880489,43.22008747
10751,153.914244,43.229774
10752,153.6935272,42.85823708
10753,153.8158675,42.81241168
10754,153.8192642,43.05240678
10755,153.614116,42.63471064
10756,153.5542245,42.95634705
10757,154.2500768,43.50527986
10758,154.2809144,43.26339399
10759,154.2699071,43.31590762
10760,154.4494226,43.31403795
10761,154.2947198,43.17587152
10762,154.2945134,43.56633648
10763,154.047114,43.03569966
10764,154.366166,43.21274868
10765,154.3434465,43.20023768
10766,153.9619246,42.8149785
10767,154.1792214,43.24935499
10768,154.1528501,42.95448847
10769,154.1490105,42.80042485
10770,154.1546137,43.08219316
10771,154.0355831,42.92744226
10772,154.0257324,42.55908248
10773,154.0418885,42.91288557
10774,154.0102862,42.5746311
10775,154.1967845,42.39349087
10776,154.0371876,43.13818084
10777,154.0262784,42.50071668
10778,154.0390526,42.51482898
10779,154.0585669,42.78368126
10780,154.2453897,42.77463223
10781,153.8220485,42.61387211
10782,153.9649516,42.92189232
10783,153.9855546,42.6708342
10784,153.9734821,42.45020926
10785,153.9759475,42.80894014
10786,153.8479474,42.53821263
10787,153.8623857,42.56194081
10788,153.8284324,42.42286247
10789,153.9900503,42.42522208
10790,154.0944826,42.88641944
10791,153.9694507,42.45281401
10792,154.0747611,42.6122779
10793,154.0806068,42.59462338
10794,154.2577646,42.81145635
10795,154.2135379,42.82185536
10796,154.230615,42.82246048
10797,154.4439013,42.82006121
10798,155.862621,42.73283174
10799,155.1349701,42.82898926
10800,155.6073034,43.52435809
10801,155.5631658,43.48293427
10802,155.0588042,43.47789687
10803,154.9580422,43.48985249
10804,154.453999,43.1108958
10805,153.6424237,43.26474052
10806,153.0216385,43.10060734
10807,152.5786364,43.23695885
10808,152.3059497,43.25260078
10809,151.992451,42.8714691
10810,151.6240082,43.05884828
10811,151.3894304,43.02223306
10812,151.4012669,42.82628589
10813,156.1306692,53.13158597
10814,181.6473139,103.2084443
10815,162.3230784,50.238753
10816,159.1587243,48.68396261
10817,159.0617674,48.8877442
10818,159.2971038,49.23546023
10819,158.946442,48.88419334
10820,159.063999,49.21107816
10821,158.9551195,48.91952186
10822,156.8676041,48.63754951
10823,156.6077422,48.12588427
10824,156.3289111,47.34541884
10825,156.1453723,47.37431688
10826,155.8096054,46.97879628
10827,155.7958545,47.2416347
10828,155.6883144,47.24468988
10829,155.9974911,47.35936564
10830,156.0124893,47.36758725
10831,155.9920726,47.02653021
10832,155.9788421,47.34829951
10833,156.3762242,47.33618564
10834,156.3607567,47.08768858
10835,155.9854407,46.59741889
10836,155.717963,46.37819158
10837,155.9003526,46.6112496
10838,156.0738074,46.84142555
10839,156.105049,46.64450106
10840,156.1929928,46.52098052
10841,156.0366895,46.50716719
10842,156.3218926,46.33154558
10843,156.0302821,46.56217372
10844,156.0028055,46.57765889
10845,156.1953868,46.56557964
10846,155.9875731,46.3589196
10847,156.4693483,46.71556149
10848,156.2177386,46.36093656
10849,156.2486328,46.55263817
10850,156.671982,46.67292391
10851,156.4780954,46.45781213
10852,156.6069131,46.81509794
10853,156.3018456,46.20020176
10854,156.681617,46.88357547
10855,156.671413,46.38971443
10856,157.1759852,46.37354067
10857,156.8708573,47.01881097
10858,156.3112868,46.36166652
10859,156.3447082,47.17164265
10860,156.122255,46.41484643
10861,156.2864913,46.5009147
10862,156.2822264,46.73855027
10863,156.0886683,45.84479142
10864,156.5301802,46.83258184
10865,156.2930534,46.69940313
10866,155.6790709,46.93867935
10867,155.9077872,47.07211775
10868,155.8097195,46.87503553
10869,155.575212,46.88233565
10870,155.6002466,46.99704628
10871,155.5805017,46.49232697
10872,155.8376643,47.15184126
10873,155.6774995,46.68916798
10874,155.814234,46.73076299
10875,155.609246,46.90847406
10876,155.6073813,46.5243571
10877,155.7970733,46.92760328
10878,156.1226871,46.8910159
10879,156.549114,47.30001777
10880,155.5062321,46.34699906
10881,156.0499756,46.58036465
10882,155.843645,46.89036688
10883,155.8465258,46.73442124
10884,156.0945245,47.15291589
10885,156.4710946,47.09395515
10886,156.3712503,46.60882268
10887,156.3536903,47.17575099
10888,156.1142533,46.76970222
10889,155.8547398,47.07463596
10890,156.0464956,47.09575165
10891,155.8845427,47.10009114
10892,155.8976485,47.08082918
10893,156.1010427,46.8789534
10894,156.0864032,47.02122733
10895,156.0826267,46.74309081
10896,156.2740645,47.1055206
10897,155.7894509,46.65330205
10898,156.2018921,47.21644971
10899,155.9973424,47.20172088
10900,156.0078337,46.82314176
